Postcode,State,Fuel Type, Registrations as at 31 January 2021 , Registrations as at 31 January 2022 , Registrations as at 31 January 2023 
2119,NSW,Hybrid/PHEV, 173 , 203 , 269 
2120,NSW,ICE," 13,998 "," 13,788 "," 13,698 "
2120,NSW,BEV, 25 , 45 , 99 
2120,NSW,HFCEV, -   , -   , -   
2120,NSW,Hybrid/PHEV, 242 , 313 , 409 
2121,NSW,ICE," 17,797 "," 17,781 "," 17,926 "
2121,NSW,BEV, 38 , 57 , 160 
2121,NSW,HFCEV, -   , -   , -   
2121,NSW,Hybrid/PHEV, 455 , 569 , 704 
2122,NSW,ICE," 16,899 "," 16,879 "," 16,863 "
2122,NSW,BEV, 18 , 34 , 114 
2122,NSW,HFCEV, -   , -   , -   
2122,NSW,Hybrid/PHEV, 408 , 477 , 583 
2125,NSW,ICE," 11,447 "," 11,208 "," 11,009 "
2125,NSW,BEV, 15 , 37 , 108 
2125,NSW,HFCEV, -   , -   , -   
2125,NSW,Hybrid/PHEV, 259 , 302 , 365 
2126,NSW,ICE," 11,585 "," 11,519 "," 11,321 "
2126,NSW,BEV, 14 , 51 , 113 
2126,NSW,HFCEV, -   , -   , -   
2126,NSW,Hybrid/PHEV, 287 , 345 , 409 
2127,NSW,ICE," 13,205 "," 13,611 "," 13,806 "
2127,NSW,BEV, 14 , 48 , 125 
2127,NSW,HFCEV, -   , -   , -   
2127,NSW,Hybrid/PHEV, 467 , 594 , 759 
2128,NSW,ICE," 4,554 "," 4,726 "," 4,866 "
2128,NSW,BEV, 5 , 11 , 14 
2128,NSW,HFCEV, -   , -   , -   
2128,NSW,Hybrid/PHEV, 104 , 164 , 202 
2130,NSW,ICE," 3,587 "," 3,528 "," 3,583 "
2130,NSW,BEV, 12 , 19 , 33 
2130,NSW,HFCEV, -   , -   , -   
2130,NSW,Hybrid/PHEV, 72 , 96 , 112 
2131,NSW,ICE," 10,225 "," 10,107 "," 10,104 "
2131,NSW,BEV, 8 , 17 , 38 
2131,NSW,HFCEV, -   , -   , -   
2131,NSW,Hybrid/PHEV, 246 , 306 , 378 
2132,NSW,ICE," 6,000 "," 5,966 "," 5,954 "
2132,NSW,BEV, 3 , 7 , 24 
2132,NSW,HFCEV, -   , -   , -   
2132,NSW,Hybrid/PHEV, 119 , 151 , 185 
2133,NSW,ICE," 6,442 "," 6,395 "," 6,385 "
2133,NSW,BEV, 3 , 7 , 15 
2133,NSW,HFCEV, -   , -   , -   
2133,NSW,Hybrid/PHEV, 108 , 131 , 163 
2134,NSW,ICE," 7,651 "," 8,055 "," 8,035 "
2134,NSW,BEV, 26 , 28 , 52 
2134,NSW,HFCEV, -   , -   , -   
2134,NSW,Hybrid/PHEV, 250 , 299 , 382 
2135,NSW,ICE," 13,814 "," 13,771 "," 12,958 "
2135,NSW,BEV, 34 , 71 , 146 
2135,NSW,HFCEV, -   , -   , -   
2135,NSW,Hybrid/PHEV, 349 , 419 , 536 
2136,NSW,ICE," 5,252 "," 5,279 "," 5,389 "
2136,NSW,BEV, 5 , 9 , 23 
2136,NSW,HFCEV, -   , -   , -   
2136,NSW,Hybrid/PHEV, 102 , 145 , 177 
2137,NSW,ICE," 18,157 "," 18,178 "," 18,162 "
2137,NSW,BEV, 40 , 77 , 149 
2137,NSW,HFCEV, -   , -   , -   
2137,NSW,Hybrid/PHEV, 358 , 429 , 541 
2138,NSW,ICE," 9,784 "," 9,953 "," 10,146 "
2138,NSW,BEV, 21 , 41 , 112 
2138,NSW,HFCEV, -   , -   , -   
2138,NSW,Hybrid/PHEV, 318 , 392 , 470 
2140,NSW,ICE," 11,197 "," 11,636 "," 12,059 "
2140,NSW,BEV, 26 , 23 , 71 
2140,NSW,HFCEV, -   , -   , -   
2140,NSW,Hybrid/PHEV, 349 , 442 , 667 
2141,NSW,ICE," 18,434 "," 18,951 "," 19,515 "
2141,NSW,BEV, 17 , 36 , 97 
2141,NSW,HFCEV, -   , -   , -   
2141,NSW,Hybrid/PHEV, 461 , 593 , 806 
2142,NSW,ICE," 16,919 "," 17,031 "," 17,308 "
2142,NSW,BEV, 5 , 24 , 67 
2142,NSW,HFCEV, -   , -   , -   
2142,NSW,Hybrid/PHEV, 313 , 483 , 619 
2143,NSW,ICE," 6,372 "," 6,245 "," 6,380 "
2143,NSW,BEV, -   , 12 , 34 
2143,NSW,HFCEV, -   , -   , -   
2143,NSW,Hybrid/PHEV, 210 , 290 , 352 
2144,NSW,ICE," 21,477 "," 21,579 "," 21,690 "
2144,NSW,BEV, 21 , 81 , 114 
2144,NSW,HFCEV, -   , -   , -   
2144,NSW,Hybrid/PHEV, 640 , 807 ," 1,014 "
2145,NSW,ICE," 48,765 "," 48,750 "," 49,006 "
2145,NSW,BEV, 28 , 62 , 161 
2145,NSW,HFCEV, -   , -   , -   
2145,NSW,Hybrid/PHEV, 847 ," 1,108 "," 1,402 "
2146,NSW,ICE," 11,016 "," 10,835 "," 10,746 "
2146,NSW,BEV, 9 , 18 , 38 
2146,NSW,HFCEV, -   , -   , -   
2146,NSW,Hybrid/PHEV, 140 , 194 , 233 
2147,NSW,ICE," 26,214 "," 26,577 "," 26,583 "
2147,NSW,BEV, 13 , 26 , 51 
2147,NSW,HFCEV, -   , -   , -   
2147,NSW,Hybrid/PHEV, 260 , 354 , 448 
2148,NSW,ICE," 43,517 "," 43,178 "," 43,314 "
2148,NSW,BEV, 18 , 43 , 91 
2148,NSW,HFCEV, -   , -   , -   
2148,NSW,Hybrid/PHEV, 737 , 951 ," 1,273 "
2150,NSW,ICE," 21,529 "," 21,381 "," 21,405 "
2150,NSW,BEV, 26 , 46 , 110 
2150,NSW,HFCEV, -   , -   , -   
2150,NSW,Hybrid/PHEV, 889 ," 1,126 "," 1,496 "
2151,NSW,ICE," 13,457 "," 13,320 "," 13,324 "
2151,NSW,BEV, 13 , 22 , 52 
2151,NSW,HFCEV, -   , -   , -   
2151,NSW,Hybrid/PHEV, 278 , 319 , 402 
2152,NSW,ICE," 7,219 "," 7,050 "," 6,976 "
2152,NSW,BEV, 5 , 11 , 32 
2152,NSW,HFCEV, -   , -   , -   
2152,NSW,Hybrid/PHEV, 126 , 200 , 299 
2153,NSW,ICE," 41,628 "," 41,456 "," 41,783 "
2153,NSW,BEV, 49 , 128 , 335 
2153,NSW,HFCEV, -   , -   , -   
2153,NSW,Hybrid/PHEV, 772 , 959 ," 1,203 "
2154,NSW,ICE," 28,633 "," 28,242 "," 27,932 "
2154,NSW,BEV, 44 , 89 , 249 
2154,NSW,HFCEV, -   , -   , -   
2154,NSW,Hybrid/PHEV, 564 , 682 , 865 
2155,NSW,ICE," 43,158 "," 44,504 "," 45,802 "
2155,NSW,BEV, 46 , 126 , 418 
2155,NSW,HFCEV, -   , -   , -   
2155,NSW,Hybrid/PHEV, 725 , 939 ," 1,217 "
2156,NSW,ICE," 11,005 "," 11,018 "," 10,974 "
2156,NSW,BEV, 28 , 44 , 79 
2156,NSW,HFCEV, -   , -   , -   
2156,NSW,Hybrid/PHEV, 120 , 147 , 187 
2157,NSW,ICE," 3,321 "," 3,378 "," 3,427 "
2157,NSW,BEV, 4 , 10 , 15 
2157,NSW,HFCEV, -   , -   , -   
2157,NSW,Hybrid/PHEV, 34 , 44 , 55 
2158,NSW,ICE," 7,153 "," 7,173 "," 7,166 "
2158,NSW,BEV, 11 , 28 , 51 
2158,NSW,HFCEV, -   , -   , -   
2158,NSW,Hybrid/PHEV, 84 , 110 , 131 
2159,NSW,ICE," 4,251 "," 4,259 "," 4,237 "
2159,NSW,BEV, 3 , 10 , 18 
2159,NSW,HFCEV, -   , -   , -   
2159,NSW,Hybrid/PHEV, 40 , 48 , 64 
2160,NSW,ICE," 21,806 "," 21,423 "," 21,694 "
2160,NSW,BEV, 6 , 12 , 43 
2160,NSW,HFCEV, -   , -   , -   
2160,NSW,Hybrid/PHEV, 449 , 551 , 688 
2161,NSW,ICE," 20,225 "," 19,970 "," 20,573 "
2161,NSW,BEV, 7 , 12 , 31 
2161,NSW,HFCEV, -   , -   , -   
2161,NSW,Hybrid/PHEV, 322 , 384 , 528 
2162,NSW,ICE," 11,370 "," 11,269 "," 11,448 "
2162,NSW,BEV, 3 , 6 , 14 
2162,NSW,HFCEV, -   , -   , -   
2162,NSW,Hybrid/PHEV, 188 , 243 , 312 
2163,NSW,ICE," 6,088 "," 6,010 "," 6,091 "
2163,NSW,BEV, -   , 3 , 6 
2163,NSW,HFCEV, -   , -   , -   
2163,NSW,Hybrid/PHEV, 170 , 221 , 299 
2164,NSW,ICE," 20,778 "," 20,761 "," 20,834 "
2164,NSW,BEV, 9 , 11 , 25 
2164,NSW,HFCEV, -   , -   , -   
2164,NSW,Hybrid/PHEV, 256 , 356 , 441 
2165,NSW,ICE," 24,267 "," 24,080 "," 24,510 "
2165,NSW,BEV, 6 , 12 , 22 
2165,NSW,HFCEV, -   , -   , -   
2165,NSW,Hybrid/PHEV, 310 , 407 , 563 
2166,NSW,ICE," 30,642 "," 30,324 "," 30,280 "
2166,NSW,BEV, 8 , 21 , 74 
2166,NSW,HFCEV, -   , -   , -   
2166,NSW,Hybrid/PHEV, 500 , 636 , 749 
2167,NSW,ICE," 5,563 "," 5,512 "," 5,594 "
2167,NSW,BEV, 3 , 13 , 24 
2167,NSW,HFCEV, -   , -   , -   
2167,NSW,Hybrid/PHEV, 110 , 141 , 155 
2168,NSW,ICE," 25,566 "," 25,453 "," 25,777 "
2168,NSW,BEV, 4 , 9 , 28 
2168,NSW,HFCEV, -   , -   , -   
2168,NSW,Hybrid/PHEV, 232 , 302 , 396 
2170,NSW,ICE," 71,736 "," 74,941 "," 76,630 "
2170,NSW,BEV, 24 , 58 , 162 
2170,NSW,HFCEV, -   , -   , -   
2170,NSW,Hybrid/PHEV," 1,207 "," 1,543 "," 1,954 "
2171,NSW,ICE," 25,860 "," 25,691 "," 25,925 "
2171,NSW,BEV, 6 , 28 , 74 
2171,NSW,HFCEV, -   , -   , -   
2171,NSW,Hybrid/PHEV, 330 , 434 , 531 
2172,NSW,ICE," 1,664 "," 1,667 "," 1,688 "
2172,NSW,BEV, 3 , 3 , 15 
2172,NSW,HFCEV, -   , -   , -   
2172,NSW,Hybrid/PHEV, 28 , 33 , 46 
2173,NSW,ICE," 8,429 "," 8,267 "," 8,286 "
2173,NSW,BEV, 8 , 13 , 27 
2173,NSW,HFCEV, -   , -   , -   
2173,NSW,Hybrid/PHEV, 102 , 142 , 176 
2174,NSW,ICE," 5,331 "," 5,913 "," 6,667 "
2174,NSW,BEV, 5 , 14 , 50 
2174,NSW,HFCEV, -   , -   , -   
2174,NSW,Hybrid/PHEV, 149 , 200 , 235 
2175,NSW,ICE," 1,426 "," 1,459 "," 1,590 "
2175,NSW,BEV, -   , -   , 3 
2175,NSW,HFCEV, -   , -   , -   
2175,NSW,Hybrid/PHEV, 10 , 8 , 17 
2176,NSW,ICE," 31,266 "," 31,000 "," 31,221 "
2176,NSW,BEV, 10 , 26 , 65 
2176,NSW,HFCEV, -   , -   , -   
2176,NSW,Hybrid/PHEV, 347 , 449 , 573 
2177,NSW,ICE," 10,231 "," 10,050 "," 10,165 "
2177,NSW,BEV, 3 , 4 , 24 
2177,NSW,HFCEV, -   , -   , -   
2177,NSW,Hybrid/PHEV, 115 , 160 , 195 
2178,NSW,ICE," 2,927 "," 2,958 "," 3,043 "
2178,NSW,BEV, -   , 3 , 4 
2178,NSW,HFCEV, -   , -   , -   
2178,NSW,Hybrid/PHEV, 22 , 38 , 49 
2179,NSW,ICE," 7,687 "," 9,303 "," 11,121 "
2179,NSW,BEV, 4 , 11 , 44 
2179,NSW,HFCEV, -   , -   , -   
2179,NSW,Hybrid/PHEV, 106 , 179 , 306 
2190,NSW,ICE," 19,082 "," 18,964 "," 18,866 "
2190,NSW,BEV, 17 , 33 , 46 
2190,NSW,HFCEV, -   , -   , -   
2190,NSW,Hybrid/PHEV, 562 , 669 , 880 
2191,NSW,ICE," 3,829 "," 3,775 "," 3,797 "
2191,NSW,BEV, 3 , 3 , 5 
2191,NSW,HFCEV, -   , -   , -   
2191,NSW,Hybrid/PHEV, 50 , 69 , 85 
2192,NSW,ICE," 8,196 "," 7,987 "," 7,950 "
2192,NSW,BEV, 4 , 3 , 11 
2192,NSW,HFCEV, -   , -   , -   
2192,NSW,Hybrid/PHEV, 265 , 304 , 382 
2193,NSW,ICE," 9,861 "," 9,628 "," 9,585 "
2193,NSW,BEV, 17 , 25 , 54 
2193,NSW,HFCEV, -   , -   , -   
2193,NSW,Hybrid/PHEV, 187 , 210 , 265 
2194,NSW,ICE," 12,608 "," 12,353 "," 12,361 "
2194,NSW,BEV, -   , 5 , 28 
2194,NSW,HFCEV, -   , -   , -   
2194,NSW,Hybrid/PHEV, 357 , 417 , 525 
2195,NSW,ICE," 11,966 "," 11,539 "," 11,426 "
2195,NSW,BEV, -   , 5 , 5 
2195,NSW,HFCEV, -   , -   , -   
2195,NSW,Hybrid/PHEV, 746 , 834 ," 1,002 "
2196,NSW,ICE," 19,551 "," 19,420 "," 19,737 "
2196,NSW,BEV, 3 , 10 , 17 
2196,NSW,HFCEV, -   , -   , -   
2196,NSW,Hybrid/PHEV, 600 , 649 , 788 
2197,NSW,ICE," 5,831 "," 5,907 "," 5,925 "
2197,NSW,BEV, -   , 3 , 13 
2197,NSW,HFCEV, -   , -   , -   
2197,NSW,Hybrid/PHEV, 86 , 102 , 137 
2198,NSW,ICE," 5,805 "," 5,733 "," 5,782 "
2198,NSW,BEV, -   , 3 , 7 
2198,NSW,HFCEV, -   , -   , -   
2198,NSW,Hybrid/PHEV, 56 , 76 , 101 
2199,NSW,ICE," 11,295 "," 11,017 "," 11,155 "
2199,NSW,BEV, 3 , 10 , 17 
2199,NSW,HFCEV, -   , -   , -   
2199,NSW,Hybrid/PHEV, 192 , 267 , 346 
2200,NSW,ICE," 29,817 "," 28,568 "," 28,443 "
2200,NSW,BEV, 23 , 32 , 67 
2200,NSW,HFCEV, -   , -   , -   
2200,NSW,Hybrid/PHEV," 1,103 ", 896 ," 1,090 "
2203,NSW,ICE," 7,043 "," 6,947 "," 6,987 "
2203,NSW,BEV, 6 , 16 , 32 
2203,NSW,HFCEV, -   , -   , -   
2203,NSW,Hybrid/PHEV, 102 , 134 , 172 
2204,NSW,ICE," 13,998 "," 14,073 "," 13,837 "
2204,NSW,BEV, 13 , 33 , 66 
2204,NSW,HFCEV, -   , -   , -   
2204,NSW,Hybrid/PHEV, 536 , 678 , 825 
2205,NSW,ICE," 11,896 "," 12,400 "," 12,715 "
2205,NSW,BEV, 10 , 17 , 63 
2205,NSW,HFCEV, -   , -   , -   
2205,NSW,Hybrid/PHEV, 489 , 590 , 650 
2206,NSW,ICE," 12,074 "," 11,835 "," 11,812 "
2206,NSW,BEV, 17 , 23 , 50 
2206,NSW,HFCEV, -   , -   , -   
2206,NSW,Hybrid/PHEV, 160 , 185 , 242 
2207,NSW,ICE," 16,570 "," 16,461 "," 16,364 "
2207,NSW,BEV, 9 , 25 , 53 
2207,NSW,HFCEV, -   , -   , -   
2207,NSW,Hybrid/PHEV, 394 , 503 , 632 
2208,NSW,ICE," 8,861 "," 8,769 "," 8,905 "
2208,NSW,BEV, 9 , 12 , 28 
2208,NSW,HFCEV, -   , -   , -   
2208,NSW,Hybrid/PHEV, 166 , 197 , 250 
2209,NSW,ICE," 9,498 "," 9,562 "," 9,638 "
2209,NSW,BEV, 4 , 12 , 32 
2209,NSW,HFCEV, -   , -   , -   
2209,NSW,Hybrid/PHEV, 153 , 214 , 264 
2210,NSW,ICE," 20,824 "," 20,754 "," 20,869 "
2210,NSW,BEV, 13 , 27 , 75 
2210,NSW,HFCEV, -   , -   , -   
2210,NSW,Hybrid/PHEV, 328 , 428 , 513 
2211,NSW,ICE," 11,733 "," 11,600 "," 11,634 "
2211,NSW,BEV, 10 , 20 , 42 
2211,NSW,HFCEV, -   , -   , -   
2211,NSW,Hybrid/PHEV, 172 , 262 , 311 
2212,NSW,ICE," 11,437 "," 12,130 "," 12,456 "
2212,NSW,BEV, -   , 11 , 28 
2212,NSW,HFCEV, -   , -   , -   
2212,NSW,Hybrid/PHEV, 165 , 676 , 784 
2213,NSW,ICE," 14,425 "," 14,303 "," 14,343 "
2213,NSW,BEV, 9 , 17 , 49 
2213,NSW,HFCEV, -   , -   , -   
2213,NSW,Hybrid/PHEV, 194 , 213 , 286 
2214,NSW,ICE," 3,652 "," 3,591 "," 3,572 "
2214,NSW,BEV, -   , 6 , 11 
2214,NSW,HFCEV, -   , -   , -   
2214,NSW,Hybrid/PHEV, 30 , 36 , 46 
2216,NSW,ICE," 15,289 "," 15,323 "," 15,205 "
2216,NSW,BEV, 15 , 18 , 36 
2216,NSW,HFCEV, -   , -   , -   
2216,NSW,Hybrid/PHEV, 253 , 283 , 368 
2217,NSW,ICE," 15,345 "," 15,524 "," 15,684 "
2217,NSW,BEV, 12 , 27 , 60 
2217,NSW,HFCEV, -   , -   , -   
2217,NSW,Hybrid/PHEV, 239 , 287 , 344 
2218,NSW,ICE," 8,466 "," 8,419 "," 8,545 "
2218,NSW,BEV, -   , 4 , 19 
2218,NSW,HFCEV, -   , -   , -   
2218,NSW,Hybrid/PHEV, 149 , 183 , 230 
2219,NSW,ICE," 8,972 "," 8,880 "," 8,821 "
2219,NSW,BEV, 9 , 19 , 44 
2219,NSW,HFCEV, -   , -   , -   
2219,NSW,Hybrid/PHEV, 115 , 142 , 159 
2220,NSW,ICE," 15,672 "," 15,732 "," 15,737 "
2220,NSW,BEV, 7 , 25 , 83 
2220,NSW,HFCEV, -   , -   , -   
2220,NSW,Hybrid/PHEV, 417 , 512 , 597 
2221,NSW,ICE," 10,939 "," 10,913 "," 10,909 "
2221,NSW,BEV, 24 , 36 , 76 
2221,NSW,HFCEV, -   , -   , -   
2221,NSW,Hybrid/PHEV, 184 , 237 , 298 
2222,NSW,ICE," 6,505 "," 6,372 "," 6,315 "
2222,NSW,BEV, 7 , 12 , 29 
2222,NSW,HFCEV, -   , -   , -   
2222,NSW,Hybrid/PHEV, 95 , 122 , 146 
2223,NSW,ICE," 12,845 "," 12,758 "," 12,787 "
2223,NSW,BEV, 18 , 45 , 78 
2223,NSW,HFCEV, -   , -   , -   
2223,NSW,Hybrid/PHEV, 226 , 310 , 359 
2224,NSW,ICE," 10,359 "," 10,319 "," 10,338 "
2224,NSW,BEV, 17 , 27 , 64 
2224,NSW,HFCEV, -   , -   , -   
2224,NSW,Hybrid/PHEV, 154 , 207 , 213 
2225,NSW,ICE," 3,653 "," 3,684 "," 3,614 "
2225,NSW,BEV, 5 , 14 , 32 
2225,NSW,HFCEV, -   , -   , -   
2225,NSW,Hybrid/PHEV, 34 , 48 , 64 
2226,NSW,ICE," 7,848 "," 7,799 "," 7,792 "
2226,NSW,BEV, 10 , 21 , 44 
2226,NSW,HFCEV, -   , -   , -   
2226,NSW,Hybrid/PHEV, 81 , 101 , 133 
2227,NSW,ICE," 9,751 "," 9,746 "," 9,763 "
2227,NSW,BEV, 13 , 20 , 48 
2227,NSW,HFCEV, -   , -   , -   
2227,NSW,Hybrid/PHEV, 90 , 121 , 158 
2228,NSW,ICE," 12,869 "," 13,008 "," 13,112 "
2228,NSW,BEV, 9 , 19 , 54 
2228,NSW,HFCEV, -   , -   , -   
2228,NSW,Hybrid/PHEV, 156 , 210 , 264 
2229,NSW,ICE," 22,786 "," 23,318 "," 23,622 "
2229,NSW,BEV, 17 , 44 , 100 
2229,NSW,HFCEV, -   , -   , -   
2229,NSW,Hybrid/PHEV, 329 , 412 , 500 
2230,NSW,ICE," 20,624 "," 20,590 "," 20,633 "
2230,NSW,BEV, 21 , 42 , 97 
2230,NSW,HFCEV, -   , -   , -   
2230,NSW,Hybrid/PHEV, 272 , 327 , 400 
2231,NSW,ICE," 1,943 "," 1,996 "," 2,064 "
2231,NSW,BEV, -   , 3 , 3 
2231,NSW,HFCEV, -   , -   , -   
2231,NSW,Hybrid/PHEV, 19 , 18 , 25 
2232,NSW,ICE," 24,187 "," 24,467 "," 24,565 "
2232,NSW,BEV, 17 , 29 , 111 
2232,NSW,HFCEV, -   , -   , -   
2232,NSW,Hybrid/PHEV, 316 , 449 , 547 
2233,NSW,ICE," 20,186 "," 20,190 "," 20,156 "
2233,NSW,BEV, 5 , 16 , 40 
2233,NSW,HFCEV, -   , -   , -   
2233,NSW,Hybrid/PHEV, 147 , 216 , 319 
2234,NSW,ICE," 22,403 "," 22,168 "," 21,976 "
2234,NSW,BEV, 23 , 49 , 95 
2234,NSW,HFCEV, -   , -   , -   
2234,NSW,Hybrid/PHEV, 226 , 304 , 385 
2250,NSW,ICE," 54,011 "," 54,312 "," 54,432 "
2250,NSW,BEV, 54 , 104 , 216 
2250,NSW,HFCEV, -   , -   , -   
2250,NSW,Hybrid/PHEV, 669 , 870 ," 1,125 "
2251,NSW,ICE," 24,647 "," 24,538 "," 24,155 "
2251,NSW,BEV, 28 , 38 , 88 
2251,NSW,HFCEV, -   , -   , -   
2251,NSW,Hybrid/PHEV, 207 , 281 , 357 
2256,NSW,ICE," 10,385 "," 10,359 "," 10,269 "
2256,NSW,BEV, -   , 10 , 28 
2256,NSW,HFCEV, -   , -   , -   
2256,NSW,Hybrid/PHEV, 101 , 133 , 162 
2257,NSW,ICE," 20,778 "," 20,825 "," 20,486 "
2257,NSW,BEV, 9 , 22 , 45 
2257,NSW,HFCEV, -   , -   , -   
2257,NSW,Hybrid/PHEV, 183 , 230 , 283 
2258,NSW,ICE," 4,356 "," 4,348 "," 4,298 "
2258,NSW,BEV, 3 , 6 , 14 
2258,NSW,HFCEV, -   , -   , -   
2258,NSW,Hybrid/PHEV, 35 , 44 , 64 
2259,NSW,ICE," 49,010 "," 49,633 "," 50,509 "
2259,NSW,BEV, 25 , 51 , 105 
2259,NSW,HFCEV, -   , -   , -   
2259,NSW,Hybrid/PHEV, 352 , 488 , 637 
2260,NSW,ICE," 18,878 "," 18,888 "," 18,712 "
2260,NSW,BEV, 14 , 40 , 84 
2260,NSW,HFCEV, -   , -   , -   
2260,NSW,Hybrid/PHEV, 190 , 259 , 315 
2261,NSW,ICE," 39,566 "," 39,444 "," 39,649 "
2261,NSW,BEV, 11 , 23 , 66 
2261,NSW,HFCEV, -   , -   , -   
2261,NSW,Hybrid/PHEV, 196 , 310 , 462 
2262,NSW,ICE," 15,110 "," 15,100 "," 15,190 "
2262,NSW,BEV, 3 , -   , 9 
2262,NSW,HFCEV, -   , -   , -   
2262,NSW,Hybrid/PHEV, 77 , 139 , 182 
2263,NSW,ICE," 17,326 "," 17,413 "," 17,315 "
2263,NSW,BEV, 7 , 14 , 21 
2263,NSW,HFCEV, -   , -   , -   
2263,NSW,Hybrid/PHEV, 67 , 109 , 143 
2264,NSW,ICE," 12,423 "," 12,726 "," 12,846 "
2264,NSW,BEV, 4 , 6 , 17 
2264,NSW,HFCEV, -   , -   , -   
2264,NSW,Hybrid/PHEV, 91 , 122 , 168 
2265,NSW,ICE," 5,301 "," 5,544 "," 5,709 "
2265,NSW,BEV, 10 , 14 , 26 
2265,NSW,HFCEV, -   , -   , -   
2265,NSW,Hybrid/PHEV, 44 , 64 , 76 
2267,NSW,ICE," 2,300 "," 2,324 "," 2,348 "
2267,NSW,BEV, -   , -   , 3 
2267,NSW,HFCEV, -   , -   , -   
2267,NSW,Hybrid/PHEV, 11 , 19 , 24 
2278,NSW,ICE," 2,163 "," 2,196 "," 2,198 "
2278,NSW,BEV, -   , 3 , -   
2278,NSW,HFCEV, -   , -   , -   
2278,NSW,Hybrid/PHEV, 5 , 8 , 8 
2280,NSW,ICE," 19,942 "," 19,951 "," 20,063 "
2280,NSW,BEV, 13 , 19 , 39 
2280,NSW,HFCEV, -   , -   , -   
2280,NSW,Hybrid/PHEV, 184 , 251 , 309 
2281,NSW,ICE," 11,311 "," 11,467 "," 11,306 "
2281,NSW,BEV, 6 , 15 , 37 
2281,NSW,HFCEV, -   , -   , -   
2281,NSW,Hybrid/PHEV, 84 , 121 , 165 
2282,NSW,ICE," 12,533 "," 12,686 "," 12,633 "
2282,NSW,BEV, 3 , 13 , 31 
2282,NSW,HFCEV, -   , -   , -   
2282,NSW,Hybrid/PHEV, 113 , 169 , 235 
2283,NSW,ICE," 18,657 "," 18,731 "," 18,713 "
2283,NSW,BEV, 8 , 12 , 40 
2283,NSW,HFCEV, -   , -   , -   
2283,NSW,Hybrid/PHEV, 145 , 227 , 275 
2284,NSW,ICE," 9,265 "," 9,476 "," 9,807 "
2284,NSW,BEV, 12 , 24 , 34 
2284,NSW,HFCEV, -   , -   , -   
2284,NSW,Hybrid/PHEV, 128 , 155 , 217 
2285,NSW,ICE," 25,353 "," 25,987 "," 26,701 "
2285,NSW,BEV, 8 , 17 , 39 
2285,NSW,HFCEV, -   , -   , -   
2285,NSW,Hybrid/PHEV, 200 , 316 , 465 
2286,NSW,ICE," 3,507 "," 3,525 "," 3,575 "
2286,NSW,BEV, 3 , -   , 3 
2286,NSW,HFCEV, -   , -   , -   
2286,NSW,Hybrid/PHEV, 20 , 26 , 40 
2287,NSW,ICE," 27,402 "," 27,894 "," 28,438 "
2287,NSW,BEV, 12 , 25 , 59 
2287,NSW,HFCEV, -   , -   , -   
2287,NSW,Hybrid/PHEV, 280 , 361 , 509 
2289,NSW,ICE," 13,582 "," 13,698 "," 13,878 "
2289,NSW,BEV, 5 , 15 , 36 
2289,NSW,HFCEV, -   , -   , -   
2289,NSW,Hybrid/PHEV, 133 , 185 , 248 
2290,NSW,ICE," 25,428 "," 25,522 "," 25,669 "
2290,NSW,BEV, 14 , 28 , 58 
2290,NSW,HFCEV, -   , -   , -   
2290,NSW,Hybrid/PHEV, 269 , 355 , 456 
2291,NSW,ICE," 9,831 "," 9,921 "," 9,813 "
2291,NSW,BEV, 12 , 28 , 54 
2291,NSW,HFCEV, -   , -   , -   
2291,NSW,Hybrid/PHEV, 113 , 147 , 186 
2292,NSW,ICE," 3,043 "," 2,931 "," 2,866 "
2292,NSW,BEV, -   , 3 , 11 
2292,NSW,HFCEV, -   , -   , -   
2292,NSW,Hybrid/PHEV, 49 , 74 , 94 
2293,NSW,ICE," 2,880 "," 2,924 "," 2,968 "
2293,NSW,BEV, -   , 3 , 10 
2293,NSW,HFCEV, -   , -   , -   
2293,NSW,Hybrid/PHEV, 28 , 37 , 58 
2294,NSW,ICE," 1,722 "," 1,740 "," 1,723 "
2294,NSW,BEV, -   , 3 , 7 
2294,NSW,HFCEV, -   , -   , -   
2294,NSW,Hybrid/PHEV, 18 , 35 , 54 
2295,NSW,ICE," 5,275 "," 5,442 "," 5,514 "
2295,NSW,BEV, 3 , 5 , 12 
2295,NSW,HFCEV, -   , -   , -   
2295,NSW,Hybrid/PHEV, 43 , 61 , 86 
2296,NSW,ICE," 1,652 "," 1,622 "," 1,634 "
2296,NSW,BEV, -   , 3 , 4 
2296,NSW,HFCEV, -   , -   , -   
2296,NSW,Hybrid/PHEV, 12 , 14 , 21 
2297,NSW,ICE," 1,340 "," 1,377 "," 1,395 "
2297,NSW,BEV, -   , 3 , 4 
2297,NSW,HFCEV, -   , -   , -   
2297,NSW,Hybrid/PHEV, 22 , 19 , 17 
2298,NSW,ICE," 6,413 "," 6,479 "," 6,475 "
2298,NSW,BEV, -   , 5 , 12 
2298,NSW,HFCEV, -   , -   , -   
2298,NSW,Hybrid/PHEV, 98 , 122 , 161 
2299,NSW,ICE," 8,192 "," 8,324 "," 8,371 "
2299,NSW,BEV, -   , 3 , 9 
2299,NSW,HFCEV, -   , -   , -   
2299,NSW,Hybrid/PHEV, 129 , 179 , 222 
2300,NSW,ICE," 10,242 "," 9,966 "," 9,444 "
2300,NSW,BEV, 29 , 39 , 73 
2300,NSW,HFCEV, -   , -   , -   
