Postcode,State,Fuel Type, Registrations as at 31 January 2021 , Registrations as at 31 January 2022 , Registrations as at 31 January 2023 
5454,SA,ICE, 405 , 399 , 406 
5454,SA,BEV, -   , -   , -   
5454,SA,HFCEV, -   , -   , -   
5454,SA,Hybrid/PHEV, 3 , 3 , 6 
5455,SA,ICE, 58 , 58 , 65 
5455,SA,BEV, -   , -   , -   
5455,SA,HFCEV, -   , -   , -   
5455,SA,Hybrid/PHEV, -   , -   , -   
5460,SA,ICE, 721 , 734 , 750 
5460,SA,BEV, -   , -   , -   
5460,SA,HFCEV, -   , -   , -   
5460,SA,Hybrid/PHEV, 3 , 3 , 5 
5461,SA,ICE," 2,398 "," 2,397 "," 2,438 "
5461,SA,BEV, -   , -   , -   
5461,SA,HFCEV, -   , -   , -   
5461,SA,Hybrid/PHEV, 9 , 12 , 14 
5462,SA,ICE, 544 , 545 , 552 
5462,SA,BEV, -   , -   , -   
5462,SA,HFCEV, -   , -   , -   
5462,SA,Hybrid/PHEV, -   , 3 , -   
5464,SA,ICE, 624 , 615 , 616 
5464,SA,BEV, -   , -   , -   
5464,SA,HFCEV, -   , -   , -   
5464,SA,Hybrid/PHEV, -   , 3 , 4 
5470,SA,ICE, 155 , 156 , 149 
5470,SA,BEV, -   , -   , -   
5470,SA,HFCEV, -   , -   , -   
5470,SA,Hybrid/PHEV, -   , -   , -   
5471,SA,ICE, 120 , 119 , 123 
5471,SA,BEV, -   , -   , -   
5471,SA,HFCEV, -   , -   , -   
5471,SA,Hybrid/PHEV, -   , 3 , 3 
5472,SA,ICE, 194 , 188 , 206 
5472,SA,BEV, -   , -   , -   
5472,SA,HFCEV, -   , -   , -   
5472,SA,Hybrid/PHEV, -   , -   , 3 
5473,SA,ICE, 691 , 703 , 700 
5473,SA,BEV, -   , -   , -   
5473,SA,HFCEV, -   , -   , -   
5473,SA,Hybrid/PHEV, 5 , 9 , 11 
5480,SA,ICE, 885 , 913 , 943 
5480,SA,BEV, -   , -   , -   
5480,SA,HFCEV, -   , -   , -   
5480,SA,Hybrid/PHEV, 3 , 5 , 9 
5481,SA,ICE, 663 , 658 , 652 
5481,SA,BEV, -   , -   , -   
5481,SA,HFCEV, -   , -   , -   
5481,SA,Hybrid/PHEV, -   , 3 , 6 
5482,SA,ICE, 549 , 559 , 581 
5482,SA,BEV, -   , -   , -   
5482,SA,HFCEV, -   , -   , -   
5482,SA,Hybrid/PHEV, 4 , 5 , 7 
5483,SA,ICE, 350 , 353 , 355 
5483,SA,BEV, -   , -   , -   
5483,SA,HFCEV, -   , -   , -   
5483,SA,Hybrid/PHEV, 6 , 6 , 7 
5485,SA,ICE, 604 , 634 , 631 
5485,SA,BEV, -   , -   , -   
5485,SA,HFCEV, -   , -   , -   
5485,SA,Hybrid/PHEV, 3 , 3 , -   
5490,SA,ICE, 191 , 187 , 186 
5490,SA,BEV, -   , -   , -   
5490,SA,HFCEV, -   , -   , -   
5490,SA,Hybrid/PHEV, -   , -   , 3 
5491,SA,ICE," 1,898 "," 1,888 "," 1,964 "
5491,SA,BEV, -   , -   , -   
5491,SA,HFCEV, -   , -   , -   
5491,SA,Hybrid/PHEV, 11 , 17 , 28 
5493,SA,ICE, 105 , 98 , 107 
5493,SA,BEV, -   , -   , -   
5493,SA,HFCEV, -   , -   , -   
5493,SA,Hybrid/PHEV, -   , -   , -   
5495,SA,ICE, 649 , 631 , 632 
5495,SA,BEV, -   , -   , -   
5495,SA,HFCEV, -   , -   , -   
5495,SA,Hybrid/PHEV, -   , 3 , -   
5501,SA,ICE," 7,643 "," 7,978 "," 8,344 "
5501,SA,BEV, -   , -   , 3 
5501,SA,HFCEV, -   , -   , -   
5501,SA,Hybrid/PHEV, 29 , 43 , 56 
5502,SA,ICE," 1,596 "," 1,617 "," 1,642 "
5502,SA,BEV, -   , -   , -   
5502,SA,HFCEV, -   , -   , -   
5502,SA,Hybrid/PHEV, 4 , 7 , 10 
5510,SA,ICE, 155 , 146 , 136 
5510,SA,BEV, -   , -   , -   
5510,SA,HFCEV, -   , -   , -   
5510,SA,Hybrid/PHEV, 3 , -   , -   
5520,SA,ICE, 573 , 566 , 580 
5520,SA,BEV, -   , -   , -   
5520,SA,HFCEV, -   , -   , -   
5520,SA,Hybrid/PHEV, 3 , -   , 3 
5521,SA,ICE, 168 , 174 , 166 
5521,SA,BEV, -   , -   , -   
5521,SA,HFCEV, -   , -   , -   
5521,SA,Hybrid/PHEV, 3 , -   , 3 
5522,SA,ICE," 1,374 "," 1,400 "," 1,422 "
5522,SA,BEV, -   , -   , -   
5522,SA,HFCEV, -   , -   , -   
5522,SA,Hybrid/PHEV, 5 , 7 , 8 
5523,SA,ICE," 1,871 "," 1,911 "," 1,926 "
5523,SA,BEV, -   , -   , 3 
5523,SA,HFCEV, -   , -   , -   
5523,SA,Hybrid/PHEV, 17 , 20 , 23 
5540,SA,ICE," 11,912 "," 12,044 "," 12,123 "
5540,SA,BEV, -   , -   , 3 
5540,SA,HFCEV, -   , -   , -   
5540,SA,Hybrid/PHEV, 112 , 155 , 193 
5550,SA,ICE, 839 , 841 , 872 
5550,SA,BEV, -   , -   , -   
5550,SA,HFCEV, -   , -   , -   
5550,SA,Hybrid/PHEV, 3 , 8 , 10 
5552,SA,ICE, 349 , 339 , 367 
5552,SA,BEV, -   , -   , -   
5552,SA,HFCEV, -   , -   , -   
5552,SA,Hybrid/PHEV, 3 , -   , 3 
5554,SA,ICE," 4,939 "," 5,085 "," 5,192 "
5554,SA,BEV, -   , 3 , 4 
5554,SA,HFCEV, -   , -   , -   
5554,SA,Hybrid/PHEV, 34 , 46 , 70 
5555,SA,ICE, 662 , 653 , 658 
5555,SA,BEV, -   , -   , -   
5555,SA,HFCEV, -   , -   , -   
5555,SA,Hybrid/PHEV, 4 , 4 , 4 
5556,SA,ICE," 3,741 "," 3,869 "," 3,989 "
5556,SA,BEV, -   , -   , -   
5556,SA,HFCEV, -   , -   , -   
5556,SA,Hybrid/PHEV, 19 , 35 , 48 
5558,SA,ICE," 4,640 "," 4,732 "," 4,927 "
5558,SA,BEV, -   , -   , -   
5558,SA,HFCEV, -   , -   , -   
5558,SA,Hybrid/PHEV, 16 , 33 , 46 
5560,SA,ICE, 449 , 451 , 471 
5560,SA,BEV, -   , -   , -   
5560,SA,HFCEV, -   , -   , -   
5560,SA,Hybrid/PHEV, 3 , 4 , 7 
5570,SA,ICE, 674 , 671 , 668 
5570,SA,BEV, -   , -   , -   
5570,SA,HFCEV, -   , -   , -   
5570,SA,Hybrid/PHEV, -   , 3 , -   
5571,SA,ICE," 1,938 "," 1,938 "," 1,992 "
5571,SA,BEV, -   , -   , -   
5571,SA,HFCEV, -   , -   , -   
5571,SA,Hybrid/PHEV, 7 , 15 , 19 
5572,SA,ICE, 208 , 200 , 201 
5572,SA,BEV, -   , -   , -   
5572,SA,HFCEV, -   , -   , -   
5572,SA,Hybrid/PHEV, -   , -   , -   
5573,SA,ICE," 2,313 "," 2,333 "," 2,404 "
5573,SA,BEV, -   , -   , 3 
5573,SA,HFCEV, -   , -   , -   
5573,SA,Hybrid/PHEV, 16 , 21 , 25 
5575,SA,ICE," 2,643 "," 2,652 "," 2,684 "
5575,SA,BEV, -   , -   , -   
5575,SA,HFCEV, -   , -   , -   
5575,SA,Hybrid/PHEV, 4 , 16 , 20 
5576,SA,ICE," 1,127 "," 1,107 "," 1,134 "
5576,SA,BEV, -   , -   , -   
5576,SA,HFCEV, -   , -   , -   
5576,SA,Hybrid/PHEV, 3 , 4 , 7 
5577,SA,ICE, 658 , 662 , 678 
5577,SA,BEV, -   , -   , -   
5577,SA,HFCEV, -   , -   , -   
5577,SA,Hybrid/PHEV, 3 , 3 , 3 
5580,SA,ICE, 418 , 425 , 459 
5580,SA,BEV, -   , -   , -   
5580,SA,HFCEV, -   , -   , -   
5580,SA,Hybrid/PHEV, 3 , -   , -   
5581,SA,ICE, 605 , 603 , 604 
5581,SA,BEV, -   , -   , -   
5581,SA,HFCEV, -   , -   , -   
5581,SA,Hybrid/PHEV, -   , 4 , 3 
5582,SA,ICE, 619 , 613 , 610 
5582,SA,BEV, -   , -   , -   
5582,SA,HFCEV, -   , -   , -   
5582,SA,Hybrid/PHEV, -   , 3 , 3 
5583,SA,ICE, 879 , 907 , 892 
5583,SA,BEV, -   , -   , -   
5583,SA,HFCEV, -   , -   , -   
5583,SA,Hybrid/PHEV, 4 , 3 , 3 
5600,SA,ICE," 5,858 "," 5,899 "," 6,032 "
5600,SA,BEV, -   , -   , -   
5600,SA,HFCEV, -   , -   , -   
5600,SA,Hybrid/PHEV, 68 , 85 , 103 
5601,SA,ICE, 65 , 64 , 69 
5601,SA,BEV, -   , -   , -   
5601,SA,HFCEV, -   , -   , -   
5601,SA,Hybrid/PHEV, -   , -   , -   
5602,SA,ICE," 1,347 "," 1,374 "," 1,422 "
5602,SA,BEV, -   , -   , -   
5602,SA,HFCEV, -   , -   , -   
5602,SA,Hybrid/PHEV, 3 , 4 , 9 
5603,SA,ICE, 437 , 441 , 451 
5603,SA,BEV, -   , -   , -   
5603,SA,HFCEV, -   , -   , -   
5603,SA,Hybrid/PHEV, -   , 3 , 3 
5604,SA,ICE, 215 , 229 , 229 
5604,SA,BEV, -   , -   , -   
5604,SA,HFCEV, -   , -   , -   
5604,SA,Hybrid/PHEV, -   , -   , -   
5605,SA,ICE," 1,820 "," 1,834 "," 1,899 "
5605,SA,BEV, -   , -   , -   
5605,SA,HFCEV, -   , -   , -   
5605,SA,Hybrid/PHEV, 8 , 10 , 11 
5606,SA,ICE," 12,377 "," 12,506 "," 12,580 "
5606,SA,BEV, -   , 4 , 9 
5606,SA,HFCEV, -   , -   , -   
5606,SA,Hybrid/PHEV, 89 , 115 , 154 
5607,SA,ICE," 4,224 "," 4,443 "," 4,682 "
5607,SA,BEV, -   , -   , 3 
5607,SA,HFCEV, -   , -   , -   
5607,SA,Hybrid/PHEV, 16 , 23 , 29 
5608,SA,ICE," 8,701 "," 8,739 "," 8,844 "
5608,SA,BEV, -   , -   , 4 
5608,SA,HFCEV, -   , -   , -   
5608,SA,Hybrid/PHEV, 89 , 120 , 149 
5609,SA,ICE," 1,475 "," 1,452 "," 1,446 "
5609,SA,BEV, 3 , -   , 3 
5609,SA,HFCEV, -   , -   , -   
5609,SA,Hybrid/PHEV, 9 , 14 , 18 
5611,SA,ICE, 146 , 144 , 151 
5611,SA,BEV, -   , -   , -   
5611,SA,HFCEV, -   , -   , -   
5611,SA,Hybrid/PHEV, -   , -   , -   
5630,SA,ICE, 129 , 129 , 128 
5630,SA,BEV, -   , -   , -   
5630,SA,HFCEV, -   , -   , -   
5630,SA,Hybrid/PHEV, -   , -   , -   
5631,SA,ICE," 1,086 "," 1,102 "," 1,070 "
5631,SA,BEV, -   , -   , -   
5631,SA,HFCEV, -   , -   , -   
5631,SA,Hybrid/PHEV, -   , 3 , 3 
5632,SA,ICE, 285 , 288 , 307 
5632,SA,BEV, -   , -   , -   
5632,SA,HFCEV, -   , -   , -   
5632,SA,Hybrid/PHEV, 3 , -   , -   
5633,SA,ICE, 360 , 370 , 368 
5633,SA,BEV, -   , -   , -   
5633,SA,HFCEV, -   , -   , -   
5633,SA,Hybrid/PHEV, -   , 3 , 3 
5640,SA,ICE," 1,108 "," 1,142 "," 1,196 "
5640,SA,BEV, -   , -   , -   
5640,SA,HFCEV, -   , -   , -   
5640,SA,Hybrid/PHEV, 3 , 3 , 3 
5641,SA,ICE," 1,070 "," 1,083 "," 1,107 "
5641,SA,BEV, -   , -   , -   
5641,SA,HFCEV, -   , -   , -   
5641,SA,Hybrid/PHEV, 3 , 6 , 7 
5642,SA,ICE, 283 , 298 , 302 
5642,SA,BEV, -   , -   , -   
5642,SA,HFCEV, -   , -   , -   
5642,SA,Hybrid/PHEV, -   , 3 , -   
5650,SA,ICE, 177 , 186 , 204 
5650,SA,BEV, -   , -   , -   
5650,SA,HFCEV, -   , -   , -   
5650,SA,Hybrid/PHEV, -   , -   , -   
5651,SA,ICE, 167 , 156 , 162 
5651,SA,BEV, -   , -   , -   
5651,SA,HFCEV, -   , -   , -   
5651,SA,Hybrid/PHEV, -   , -   , -   
5652,SA,ICE, 742 , 738 , 772 
5652,SA,BEV, -   , -   , -   
5652,SA,HFCEV, -   , -   , -   
5652,SA,Hybrid/PHEV, 3 , -   , 3 
5653,SA,ICE, 98 , 98 , 98 
5653,SA,BEV, -   , -   , -   
5653,SA,HFCEV, -   , -   , -   
5653,SA,Hybrid/PHEV, -   , -   , -   
5654,SA,ICE, 244 , 249 , 255 
5654,SA,BEV, -   , -   , -   
5654,SA,HFCEV, -   , -   , -   
5654,SA,Hybrid/PHEV, -   , -   , 3 
5655,SA,ICE, 113 , 127 , 116 
5655,SA,BEV, -   , -   , -   
5655,SA,HFCEV, -   , -   , -   
5655,SA,Hybrid/PHEV, -   , -   , -   
5660,SA,ICE, 46 , 46 , 50 
5660,SA,BEV, -   , -   , -   
5660,SA,HFCEV, -   , -   , -   
5660,SA,Hybrid/PHEV, -   , -   , -   
5661,SA,ICE, 163 , 164 , 168 
5661,SA,BEV, -   , -   , -   
5661,SA,HFCEV, -   , -   , -   
5661,SA,Hybrid/PHEV, -   , -   , -   
5670,SA,ICE, 504 , 489 , 496 
5670,SA,BEV, -   , -   , -   
5670,SA,HFCEV, -   , -   , -   
5670,SA,Hybrid/PHEV, -   , -   , 3 
5671,SA,ICE, 242 , 228 , 245 
5671,SA,BEV, -   , -   , -   
5671,SA,HFCEV, -   , -   , -   
5671,SA,Hybrid/PHEV, -   , -   , -   
5680,SA,ICE," 2,282 "," 2,327 "," 2,426 "
5680,SA,BEV, -   , -   , 3 
5680,SA,HFCEV, -   , -   , -   
5680,SA,Hybrid/PHEV, 8 , 9 , 12 
5690,SA,ICE," 3,350 "," 3,324 "," 3,357 "
5690,SA,BEV, -   , -   , -   
5690,SA,HFCEV, -   , -   , -   
5690,SA,Hybrid/PHEV, 14 , 19 , 22 
5700,SA,ICE," 8,445 "," 8,656 "," 8,768 "
5700,SA,BEV, 3 , -   , 3 
5700,SA,HFCEV, -   , -   , -   
5700,SA,Hybrid/PHEV, 93 , 123 , 158 
5701,SA,ICE, 169 , 165 , 158 
5701,SA,BEV, -   , -   , -   
5701,SA,HFCEV, -   , -   , -   
5701,SA,Hybrid/PHEV, -   , -   , -   
5710,SA,ICE," 1,898 "," 1,930 "," 1,927 "
5710,SA,BEV, -   , -   , -   
5710,SA,HFCEV, -   , -   , -   
5710,SA,Hybrid/PHEV, 13 , 19 , 22 
5713,SA,ICE, 16 , 20 , 53 
5713,SA,BEV, -   , -   , -   
5713,SA,HFCEV, -   , -   , -   
5713,SA,Hybrid/PHEV, -   , -   , -   
5715,SA,ICE, 18 , 13 , 20 
5715,SA,BEV, -   , -   , -   
5715,SA,HFCEV, -   , -   , -   
5715,SA,Hybrid/PHEV, -   , -   , -   
5717,SA,ICE, 3 , 6 , 15 
5717,SA,BEV, -   , -   , -   
5717,SA,HFCEV, -   , -   , -   
5717,SA,Hybrid/PHEV, -   , -   , -   
5719,SA,ICE, 93 , 84 , 80 
5719,SA,BEV, -   , -   , -   
5719,SA,HFCEV, -   , -   , -   
5719,SA,Hybrid/PHEV, -   , -   , -   
5720,SA,ICE, 190 , 172 , 194 
5720,SA,BEV, -   , -   , -   
5720,SA,HFCEV, -   , -   , -   
5720,SA,Hybrid/PHEV, -   , 3 , -   
5722,SA,ICE, 416 , 417 , 405 
5722,SA,BEV, -   , -   , -   
5722,SA,HFCEV, -   , -   , -   
5722,SA,Hybrid/PHEV, -   , -   , -   
5723,SA,ICE," 1,607 "," 1,568 "," 1,591 "
5723,SA,BEV, -   , -   , -   
5723,SA,HFCEV, -   , -   , -   
5723,SA,Hybrid/PHEV, 7 , 4 , 6 
5724,SA,ICE, 403 , 346 , 292 
5724,SA,BEV, -   , -   , -   
5724,SA,HFCEV, -   , -   , -   
5724,SA,Hybrid/PHEV, -   , -   , 3 
5725,SA,ICE," 3,828 "," 3,751 "," 3,850 "
5725,SA,BEV, 3 , -   , -   
5725,SA,HFCEV, -   , -   , -   
5725,SA,Hybrid/PHEV, 21 , 20 , 29 
5730,SA,ICE, 130 , 117 , 122 
5730,SA,BEV, -   , -   , -   
5730,SA,HFCEV, -   , -   , -   
5730,SA,Hybrid/PHEV, 3 , -   , 3 
5731,SA,ICE, 627 , 608 , 634 
5731,SA,BEV, -   , -   , -   
5731,SA,HFCEV, -   , -   , -   
5731,SA,Hybrid/PHEV, 3 , 3 , -   
5732,SA,ICE, 186 , 175 , 186 
5732,SA,BEV, -   , -   , -   
5732,SA,HFCEV, -   , -   , -   
5732,SA,Hybrid/PHEV, -   , -   , -   
5733,SA,ICE, 203 , 188 , 189 
5733,SA,BEV, -   , -   , -   
5733,SA,HFCEV, -   , -   , -   
5733,SA,Hybrid/PHEV, -   , -   , -   
5734,SA,ICE, 80 , 79 , 67 
5734,SA,BEV, -   , -   , -   
5734,SA,HFCEV, -   , -   , -   
5734,SA,Hybrid/PHEV, -   , -   , -   
5950,SA,ICE," 2,198 "," 2,806 "," 3,677 "
5950,SA,BEV, 4 , 12 , 39 
5950,SA,HFCEV, -   , -   , -   
5950,SA,Hybrid/PHEV, 179 , 515 , 801 
6000,WA,ICE," 18,588 "," 17,468 "," 18,855 "
6000,WA,BEV, 33 , 52 , 86 
6000,WA,HFCEV, -   , -   , -   
6000,WA,Hybrid/PHEV, 480 , 541 , 630 
6003,WA,ICE," 3,001 "," 2,934 "," 3,015 "
6003,WA,BEV, 3 , 9 , 19 
6003,WA,HFCEV, -   , -   , -   
6003,WA,Hybrid/PHEV, 58 , 92 , 127 
6004,WA,ICE," 11,642 "," 11,697 "," 11,966 "
6004,WA,BEV, 13 , 51 , 104 
6004,WA,HFCEV, -   , -   , -   
6004,WA,Hybrid/PHEV, 264 , 377 , 593 
6005,WA,ICE," 6,523 "," 7,787 "," 8,107 "
6005,WA,BEV, 23 , 35 , 65 
6005,WA,HFCEV, -   , -   , -   
6005,WA,Hybrid/PHEV, 201 , 267 , 328 
6006,WA,ICE," 6,142 "," 6,268 "," 6,334 "
6006,WA,BEV, 5 , 20 , 42 
6006,WA,HFCEV, -   , -   , -   
6006,WA,Hybrid/PHEV, 109 , 148 , 179 
6007,WA,ICE," 6,410 "," 6,327 "," 6,660 "
6007,WA,BEV, 24 , 42 , 78 
6007,WA,HFCEV, -   , -   , -   
6007,WA,Hybrid/PHEV, 159 , 216 , 319 
6008,WA,ICE," 12,176 "," 12,213 "," 12,624 "
6008,WA,BEV, 37 , 76 , 132 
6008,WA,HFCEV, -   , -   , -   
6008,WA,Hybrid/PHEV, 220 , 325 , 437 
6009,WA,ICE," 12,553 "," 12,527 "," 12,509 "
6009,WA,BEV, 59 , 118 , 212 
6009,WA,HFCEV, -   , -   , -   
6009,WA,Hybrid/PHEV, 248 , 308 , 389 
6010,WA,ICE," 12,825 "," 12,948 "," 13,031 "
6010,WA,BEV, 31 , 89 , 166 
6010,WA,HFCEV, -   , -   , -   
6010,WA,Hybrid/PHEV, 222 , 311 , 369 
6011,WA,ICE," 7,620 "," 7,639 "," 7,632 "
6011,WA,BEV, 37 , 73 , 117 
6011,WA,HFCEV, -   , -   , -   
6011,WA,Hybrid/PHEV, 129 , 165 , 206 
6012,WA,ICE," 6,326 "," 6,483 "," 6,527 "
6012,WA,BEV, 11 , 41 , 81 
6012,WA,HFCEV, -   , -   , -   
6012,WA,Hybrid/PHEV, 112 , 141 , 163 
6014,WA,ICE," 14,858 "," 15,128 "," 15,686 "
6014,WA,BEV, 30 , 75 , 135 
6014,WA,HFCEV, -   , -   , -   
6014,WA,Hybrid/PHEV, 170 , 249 , 319 
6015,WA,ICE," 5,482 "," 5,456 "," 5,471 "
6015,WA,BEV, 18 , 51 , 83 
6015,WA,HFCEV, -   , -   , -   
6015,WA,Hybrid/PHEV, 96 , 110 , 138 
6016,WA,ICE," 6,860 "," 6,892 "," 7,038 "
6016,WA,BEV, 4 , 21 , 53 
6016,WA,HFCEV, -   , -   , -   
6016,WA,Hybrid/PHEV, 84 , 126 , 181 
6017,WA,ICE," 13,432 "," 13,698 "," 14,701 "
6017,WA,BEV, 19 , 52 , 98 
6017,WA,HFCEV, -   , -   , -   
6017,WA,Hybrid/PHEV, 217 , 357 , 535 
6018,WA,ICE," 28,820 "," 29,099 "," 29,291 "
6018,WA,BEV, 33 , 81 , 195 
6018,WA,HFCEV, -   , -   , -   
6018,WA,Hybrid/PHEV, 322 , 428 , 585 
6019,WA,ICE," 16,952 "," 16,954 "," 17,140 "
6019,WA,BEV, 12 , 44 , 83 
6019,WA,HFCEV, -   , -   , -   
6019,WA,Hybrid/PHEV, 150 , 238 , 287 
6020,WA,ICE," 17,388 "," 17,433 "," 17,422 "
6020,WA,BEV, 21 , 53 , 132 
6020,WA,HFCEV, -   , -   , -   
6020,WA,Hybrid/PHEV, 181 , 253 , 310 
6021,WA,ICE," 19,228 "," 18,958 "," 19,212 "
6021,WA,BEV, 16 , 46 , 86 
6021,WA,HFCEV, -   , -   , -   
6021,WA,Hybrid/PHEV, 453 , 571 , 698 
6022,WA,ICE," 3,949 "," 3,924 "," 4,002 "
6022,WA,BEV, 4 , 5 , 8 
6022,WA,HFCEV, -   , -   , -   
6022,WA,Hybrid/PHEV, 26 , 39 , 46 
6023,WA,ICE," 11,591 "," 11,729 "," 11,648 "
6023,WA,BEV, 9 , 21 , 47 
6023,WA,HFCEV, -   , -   , -   
6023,WA,Hybrid/PHEV, 105 , 154 , 199 
6024,WA,ICE," 10,223 "," 10,245 "," 10,364 "
6024,WA,BEV, 4 , 15 , 32 
6024,WA,HFCEV, -   , -   , -   
6024,WA,Hybrid/PHEV, 74 , 101 , 131 
6025,WA,ICE," 23,797 "," 23,989 "," 24,299 "
6025,WA,BEV, 16 , 41 , 92 
6025,WA,HFCEV, -   , -   , -   
6025,WA,Hybrid/PHEV, 196 , 300 , 370 
6026,WA,ICE," 17,209 "," 17,520 "," 17,330 "
6026,WA,BEV, 4 , 19 , 43 
6026,WA,HFCEV, -   , -   , -   
6026,WA,Hybrid/PHEV, 130 , 187 , 243 
6027,WA,ICE," 32,983 "," 33,221 "," 33,207 "
6027,WA,BEV, 23 , 46 , 101 
6027,WA,HFCEV, -   , -   , -   
6027,WA,Hybrid/PHEV, 274 , 378 , 454 
6028,WA,ICE," 17,433 "," 17,718 "," 17,985 "
6028,WA,BEV, 6 , 31 , 56 
6028,WA,HFCEV, -   , -   , -   
6028,WA,Hybrid/PHEV, 131 , 194 , 279 
6029,WA,ICE," 2,335 "," 2,328 "," 2,297 "
6029,WA,BEV, 3 , 8 , 19 
6029,WA,HFCEV, -   , -   , -   
6029,WA,Hybrid/PHEV, 39 , 51 , 59 
6030,WA,ICE," 28,358 "," 29,001 "," 29,245 "
6030,WA,BEV, 12 , 28 , 66 
6030,WA,HFCEV, -   , -   , -   
6030,WA,Hybrid/PHEV, 174 , 272 , 334 
6031,WA,ICE," 12,341 "," 12,713 "," 13,183 "
6031,WA,BEV, 3 , 7 , 16 
6031,WA,HFCEV, -   , -   , -   
6031,WA,Hybrid/PHEV, 79 , 106 , 142 
6032,WA,ICE, 219 , 218 , 229 
6032,WA,BEV, -   , 3 , 3 
6032,WA,HFCEV, -   , -   , -   
6032,WA,Hybrid/PHEV, -   , -   , 3 
6033,WA,ICE, 560 , 559 , 578 
6033,WA,BEV, -   , -   , 3 
6033,WA,HFCEV, -   , -   , -   
6033,WA,Hybrid/PHEV, -   , 3 , 3 
6034,WA,ICE," 2,116 "," 2,375 "," 2,668 "
6034,WA,BEV, -   , 3 , 3 
6034,WA,HFCEV, -   , -   , -   
6034,WA,Hybrid/PHEV, 21 , 32 , 53 
6035,WA,ICE," 7,166 "," 7,302 "," 7,630 "
6035,WA,BEV, -   , 5 , 10 
6035,WA,HFCEV, -   , -   , -   
6035,WA,Hybrid/PHEV, 46 , 69 , 89 
6036,WA,ICE," 10,701 "," 11,108 "," 11,460 "
6036,WA,BEV, 3 , 12 , 30 
6036,WA,HFCEV, -   , -   , -   
6036,WA,Hybrid/PHEV, 83 , 107 , 151 
6037,WA,ICE," 2,888 "," 3,034 "," 3,197 "
6037,WA,BEV, 3 , -   , 4 
6037,WA,HFCEV, -   , -   , -   
6037,WA,Hybrid/PHEV, 16 , 21 , 26 
6038,WA,ICE," 5,828 "," 6,358 "," 6,943 "
6038,WA,BEV, -   , 7 , 16 
6038,WA,HFCEV, -   , -   , -   
6038,WA,Hybrid/PHEV, 53 , 68 , 108 
6041,WA,ICE," 1,643 "," 1,688 "," 1,732 "
6041,WA,BEV, -   , -   , 3 
6041,WA,HFCEV, -   , -   , -   
6041,WA,Hybrid/PHEV, 7 , 11 , 17 
6042,WA,ICE, 81 , 105 , 109 
6042,WA,BEV, -   , -   , 3 
6042,WA,HFCEV, -   , -   , -   
6042,WA,Hybrid/PHEV, -   , -   , -   
6043,WA,ICE, 305 , 336 , 340 
6043,WA,BEV, -   , -   , -   
6043,WA,HFCEV, -   , -   , -   
6043,WA,Hybrid/PHEV, 3 , -   , 3 
6044,WA,ICE," 1,420 "," 1,458 "," 1,476 "
6044,WA,BEV, -   , 3 , 3 
6044,WA,HFCEV, -   , -   , -   
6044,WA,Hybrid/PHEV, 3 , 6 , 7 
6050,WA,ICE," 10,616 "," 10,682 "," 10,668 "
6050,WA,BEV, 26 , 59 , 115 
6050,WA,HFCEV, -   , -   , -   
6050,WA,Hybrid/PHEV, 137 , 182 , 229 
6051,WA,ICE," 10,005 "," 9,543 "," 10,424 "
6051,WA,BEV, 13 , 22 , 40 
6051,WA,HFCEV, -   , -   , -   
6051,WA,Hybrid/PHEV, 133 , 169 , 211 
6052,WA,ICE," 7,750 "," 7,954 "," 8,116 "
6052,WA,BEV, 7 , 17 , 43 
6052,WA,HFCEV, -   , -   , -   
6052,WA,Hybrid/PHEV, 79 , 98 , 136 
6053,WA,ICE," 12,031 "," 12,245 "," 12,463 "
6053,WA,BEV, 6 , 27 , 65 
6053,WA,HFCEV, -   , -   , -   
6053,WA,Hybrid/PHEV, 139 , 266 , 321 
6054,WA,ICE," 17,722 "," 18,081 "," 18,588 "
6054,WA,BEV, 13 , 27 , 65 
6054,WA,HFCEV, -   , -   , -   
6054,WA,Hybrid/PHEV, 220 , 269 , 302 
6055,WA,ICE," 22,212 "," 23,906 "," 25,481 "
6055,WA,BEV, 12 , 37 , 89 
6055,WA,HFCEV, -   , -   , -   
6055,WA,Hybrid/PHEV, 222 , 346 , 495 
6056,WA,ICE," 34,276 "," 35,081 "," 35,634 "
6056,WA,BEV, 17 , 47 , 92 
6056,WA,HFCEV, -   , -   , -   
6056,WA,Hybrid/PHEV, 307 , 404 , 520 
6057,WA,ICE," 13,447 "," 13,602 "," 14,119 "
6057,WA,BEV, 4 , 12 , 26 
6057,WA,HFCEV, -   , -   , -   
6057,WA,Hybrid/PHEV, 96 , 125 , 156 
6058,WA,ICE," 10,604 "," 10,824 "," 11,173 "
6058,WA,BEV, 7 , 12 , 20 
6058,WA,HFCEV, -   , -   , -   
6058,WA,Hybrid/PHEV, 68 , 92 , 137 
6059,WA,ICE," 17,497 "," 17,578 "," 17,904 "
6059,WA,BEV, 9 , 25 , 66 
6059,WA,HFCEV, -   , -   , -   
6059,WA,Hybrid/PHEV, 219 , 271 , 345 
6060,WA,ICE," 16,793 "," 16,810 "," 17,400 "
6060,WA,BEV, 8 , 21 , 51 
6060,WA,HFCEV, -   , -   , -   
6060,WA,Hybrid/PHEV, 179 , 239 , 323 
6061,WA,ICE," 26,358 "," 26,453 "," 26,974 "
6061,WA,BEV, 8 , 17 , 48 
6061,WA,HFCEV, -   , -   , -   
