,region,year,all_sales,ev_sales,fossil_sales,ev_share,fossil_share
399,Estonia,2017,25618,46,25572.0,0.180000007152557,99.81999999284744
400,Estonia,2018,26297,118,26179.0,0.46000000834465,99.53999999165535
401,Estonia,2019,32132,97,32035.0,0.360000014305115,99.63999998569489
402,Estonia,2020,0,415,,1.79999995231628,
403,Estonia,2021,0,720,,3.20000004768372,
404,Estonia,2022,0,1160,,5.40000009536743,
405,Iceland,2012,7902,26,7876.0,0.330000013113022,99.66999998688698
406,Iceland,2013,7274,103,7171.0,1.39999997615814,98.60000002384186
407,Iceland,2014,9536,229,9307.0,2.40000009536743,97.59999990463257
408,Iceland,2015,14004,560,13444.0,3.90000009536743,96.09999990463257
409,Iceland,2016,18442,1160,17282.0,6.30000019073486,93.69999980926514
410,Iceland,2017,21324,3040,18284.0,14.0,86.0
411,Iceland,2018,17976,3696,14280.0,20.0,80.0
412,Iceland,2019,11692,3107,8585.0,26.0,74.0
413,Iceland,2020,0,4901,,52.0,
414,Iceland,2021,0,9103,,70.0,
415,Iceland,2022,0,12000,,69.0,
416,Latvia,2015,13765,26,13739.0,0.189999997615814,99.81000000238419
417,Latvia,2016,16359,40,16319.0,0.239999994635582,99.76000000536442
418,Latvia,2017,16698,40,16658.0,0.239999994635582,99.76000000536442
419,Latvia,2018,16878,90,16788.0,0.529999971389771,99.47000002861023
420,Latvia,2019,16974,98,16876.0,0.540000021457672,99.45999997854233
421,Latvia,2020,0,383,,2.59999990463257,
422,Latvia,2021,0,550,,3.90000009536743,
423,Latvia,2022,0,1400,,8.10000038146973,
424,Lithuania,2015,17085,37,17048.0,0.219999998807907,99.7800000011921
425,Lithuania,2016,20320,64,20256.0,0.319999992847443,99.68000000715256
426,Lithuania,2017,25836,52,25784.0,0.200000002980232,99.79999999701977
427,Lithuania,2019,43109,160,42949.0,0.349999994039536,99.65000000596046
428,Lithuania,2020,0,450,,1.10000002384186,
429,Lithuania,2021,0,1600,,5.0,
430,Lithuania,2022,0,2070,,7.90000009536743,
431,Luxembourg,2019,54938,1900,53038.0,3.5,96.5
432,Luxembourg,2020,0,5200,,11.0,
433,Luxembourg,2021,0,9000,,20.0,
434,Luxembourg,2022,0,10200,,24.0,
435,Slovenia,2016,63674,186,63488.0,0.319999992847443,99.68000000715256
436,Slovenia,2017,62522,460,62062.0,0.639999985694885,99.36000001430511
437,Slovenia,2018,65115,660,64455.0,0.910000026226044,99.08999997377396
438,Slovenia,2019,70904,218,70686.0,0.28999999165535,99.71000000834465
439,Slovenia,2020,0,1639,,3.09999990463257,
440,Slovenia,2021,0,2010,,3.79999995231628,
441,Slovenia,2022,0,2890,,6.19999980926514,
