,Postcode,Latitude,Longitude,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
159,2011,-33.873599,151.221626,NSW,Hybrid/PHEV,318,512,965
160,2015,-33.910105,151.194825,NSW,ICE,8953,9245,9874
161,2015,-33.910105,151.194825,NSW,BEV,84,98,156
162,2015,-33.910105,151.194825,NSW,HFCEV,0,0,0
163,2015,-33.910105,151.194825,NSW,Hybrid/PHEV,296,357,490
164,2016,-33.894912,151.206211,NSW,ICE,5175,5162,5118
165,2016,-33.894912,151.206211,NSW,BEV,10,20,32
166,2016,-33.894912,151.206211,NSW,HFCEV,0,0,0
167,2016,-33.894912,151.206211,NSW,Hybrid/PHEV,80,102,132
168,2017,-33.903892,151.206316,NSW,ICE,11965,12366,12492
169,2017,-33.903892,151.206316,NSW,BEV,68,77,143
170,2017,-33.903892,151.206316,NSW,HFCEV,0,0,0
171,2017,-33.903892,151.206316,NSW,Hybrid/PHEV,336,376,464
172,2018,-33.9233,151.202697,NSW,ICE,9321,9637,9733
173,2018,-33.9233,151.202697,NSW,BEV,13,28,63
174,2018,-33.9233,151.202697,NSW,HFCEV,0,0,0
175,2018,-33.9233,151.202697,NSW,Hybrid/PHEV,195,258,337
176,2019,-33.946923,151.207285,NSW,ICE,10435,10540,10720
177,2019,-33.946923,151.207285,NSW,BEV,15,14,36
178,2019,-33.946923,151.207285,NSW,HFCEV,0,0,0
179,2019,-33.946923,151.207285,NSW,Hybrid/PHEV,149,192,254
180,2020,-33.936179,151.176775,NSW,ICE,20529,22249,27013
181,2020,-33.936179,151.176775,NSW,BEV,13,68,309
182,2020,-33.936179,151.176775,NSW,HFCEV,0,0,0
183,2020,-33.936179,151.176775,NSW,Hybrid/PHEV,957,1430,2405
184,2021,-33.895705,151.227236,NSW,ICE,7680,7556,7400
185,2021,-33.895705,151.227236,NSW,BEV,39,64,114
186,2021,-33.895705,151.227236,NSW,HFCEV,0,0,0
187,2021,-33.895705,151.227236,NSW,Hybrid/PHEV,160,200,231
188,2022,-33.896401,151.245049,NSW,ICE,6443,6554,6594
189,2022,-33.896401,151.245049,NSW,BEV,33,44,79
190,2022,-33.896401,151.245049,NSW,HFCEV,0,0,0
191,2022,-33.896401,151.245049,NSW,Hybrid/PHEV,124,146,194
192,2023,-33.884685,151.25591,NSW,ICE,5983,5801,5741
193,2023,-33.884685,151.25591,NSW,BEV,57,96,146
194,2023,-33.884685,151.25591,NSW,HFCEV,0,0,0
195,2023,-33.884685,151.25591,NSW,Hybrid/PHEV,155,202,216
196,2024,-33.904414,151.259392,NSW,ICE,5855,5787,5677
197,2024,-33.904414,151.259392,NSW,BEV,39,59,89
198,2024,-33.904414,151.259392,NSW,HFCEV,0,0,0
199,2024,-33.904414,151.259392,NSW,Hybrid/PHEV,112,138,157
200,2025,-33.88871,151.240508,NSW,ICE,4012,3970,3843
201,2025,-33.88871,151.240508,NSW,BEV,38,54,81
202,2025,-33.88871,151.240508,NSW,HFCEV,0,0,0
203,2025,-33.88871,151.240508,NSW,Hybrid/PHEV,89,100,112
204,2026,-33.891041,151.268968,NSW,ICE,15952,15784,15604
205,2026,-33.891041,151.268968,NSW,BEV,57,116,207
206,2026,-33.891041,151.268968,NSW,HFCEV,0,0,0
207,2026,-33.891041,151.268968,NSW,Hybrid/PHEV,262,296,361
208,2027,-33.868972,151.250494,NSW,ICE,4786,4677,4524
209,2027,-33.868972,151.250494,NSW,BEV,33,59,92
210,2027,-33.868972,151.250494,NSW,HFCEV,0,0,0
211,2027,-33.868972,151.250494,NSW,Hybrid/PHEV,139,150,170
212,2028,-33.878413,151.240965,NSW,ICE,2961,2937,2896
213,2028,-33.878413,151.240965,NSW,BEV,17,30,51
214,2028,-33.878413,151.240965,NSW,HFCEV,0,0,0
215,2028,-33.878413,151.240965,NSW,Hybrid/PHEV,70,84,101
216,2029,-33.875709,151.266989,NSW,ICE,5657,5658,5627
217,2029,-33.875709,151.266989,NSW,BEV,37,55,83
218,2029,-33.875709,151.266989,NSW,HFCEV,0,0,0
219,2029,-33.875709,151.266989,NSW,Hybrid/PHEV,146,171,194
220,2030,-33.858378,151.275977,NSW,ICE,9278,8965,8893
221,2030,-33.858378,151.275977,NSW,BEV,112,179,253
222,2030,-33.858378,151.275977,NSW,HFCEV,0,0,0
223,2030,-33.858378,151.275977,NSW,Hybrid/PHEV,217,263,311
224,2031,-33.914832,151.239167,NSW,ICE,16539,16576,16430
225,2031,-33.914832,151.239167,NSW,BEV,42,85,151
226,2031,-33.914832,151.239167,NSW,HFCEV,0,0,0
227,2031,-33.914832,151.239167,NSW,Hybrid/PHEV,297,384,460
228,2032,-33.930314,151.223936,NSW,ICE,6103,6476,6551
229,2032,-33.930314,151.223936,NSW,BEV,7,19,34
230,2032,-33.930314,151.223936,NSW,HFCEV,0,0,0
231,2032,-33.930314,151.223936,NSW,Hybrid/PHEV,127,148,186
232,2033,-33.91139,151.218435,NSW,ICE,4953,5054,5061
233,2033,-33.91139,151.218435,NSW,BEV,14,22,36
234,2033,-33.91139,151.218435,NSW,HFCEV,0,0,0
235,2033,-33.91139,151.218435,NSW,Hybrid/PHEV,117,145,168
236,2034,-33.929096,151.252171,NSW,ICE,10703,10615,10420
237,2034,-33.929096,151.252171,NSW,BEV,38,67,106
238,2034,-33.929096,151.252171,NSW,HFCEV,0,0,0
239,2034,-33.929096,151.252171,NSW,Hybrid/PHEV,179,207,251
240,2035,-33.945635,151.241292,NSW,ICE,18831,18714,18693
241,2035,-33.945635,151.241292,NSW,BEV,36,59,122
242,2035,-33.945635,151.241292,NSW,HFCEV,0,0,0
243,2035,-33.945635,151.241292,NSW,Hybrid/PHEV,353,456,560
244,2036,-33.969624,151.237844,NSW,ICE,18877,19330,19594
245,2036,-33.969624,151.237844,NSW,BEV,27,45,112
246,2036,-33.969624,151.237844,NSW,HFCEV,0,0,0
247,2036,-33.969624,151.237844,NSW,Hybrid/PHEV,292,371,452
248,2037,-33.880179,151.184458,NSW,ICE,7193,7327,7365
249,2037,-33.880179,151.184458,NSW,BEV,25,41,69
250,2037,-33.880179,151.184458,NSW,HFCEV,0,0,0
251,2037,-33.880179,151.184458,NSW,Hybrid/PHEV,176,227,257
252,2038,-33.881624,151.170165,NSW,ICE,4857,4866,4776
253,2038,-33.881624,151.170165,NSW,BEV,13,23,43
254,2038,-33.881624,151.170165,NSW,HFCEV,0,0,0
255,2038,-33.881624,151.170165,NSW,Hybrid/PHEV,125,145,163
256,2039,-33.867187,151.171915,NSW,ICE,5296,5252,5175
257,2039,-33.867187,151.171915,NSW,BEV,5,18,48
258,2039,-33.867187,151.171915,NSW,HFCEV,0,0,0
259,2039,-33.867187,151.171915,NSW,Hybrid/PHEV,113,123,150
260,2040,-33.878774,151.156819,NSW,ICE,12869,12692,12601
261,2040,-33.878774,151.156819,NSW,BEV,16,37,89
262,2040,-33.878774,151.156819,NSW,HFCEV,0,0,0
263,2040,-33.878774,151.156819,NSW,Hybrid/PHEV,180,349,361
264,2041,-33.858556,151.180095,NSW,ICE,8627,8487,8404
265,2041,-33.858556,151.180095,NSW,BEV,22,59,107
266,2041,-33.858556,151.180095,NSW,HFCEV,0,0,0
267,2041,-33.858556,151.180095,NSW,Hybrid/PHEV,190,256,295
268,2042,-33.900649,151.175354,NSW,ICE,7348,7501,7256
269,2042,-33.900649,151.175354,NSW,BEV,9,20,43
270,2042,-33.900649,151.175354,NSW,HFCEV,0,0,0
271,2042,-33.900649,151.175354,NSW,Hybrid/PHEV,120,153,203
272,2043,-33.903521,151.184665,NSW,ICE,3677,3837,3931
273,2043,-33.903521,151.184665,NSW,BEV,8,16,33
274,2043,-33.903521,151.184665,NSW,HFCEV,0,0,0
275,2043,-33.903521,151.184665,NSW,Hybrid/PHEV,60,83,115
276,2044,-33.920698,151.17074,NSW,ICE,4882,5041,5126
277,2044,-33.920698,151.17074,NSW,BEV,6,11,29
278,2044,-33.920698,151.17074,NSW,HFCEV,0,0,0
279,2044,-33.920698,151.17074,NSW,Hybrid/PHEV,448,462,545
280,2045,-33.879301,151.138684,NSW,ICE,4350,4358,4288
281,2045,-33.879301,151.138684,NSW,BEV,11,22,336
282,2045,-33.879301,151.138684,NSW,HFCEV,0,0,0
283,2045,-33.879301,151.138684,NSW,Hybrid/PHEV,93,211,320
284,2046,-33.866044,151.133865,NSW,ICE,17926,17458,17414
285,2046,-33.866044,151.133865,NSW,BEV,27,55,111
286,2046,-33.866044,151.133865,NSW,HFCEV,0,0,0
287,2046,-33.866044,151.133865,NSW,Hybrid/PHEV,297,382,476
288,2047,-33.853924,151.165735,NSW,ICE,7277,7164,7122
289,2047,-33.853924,151.165735,NSW,BEV,20,35,80
290,2047,-33.853924,151.165735,NSW,HFCEV,0,0,0
291,2047,-33.853924,151.165735,NSW,Hybrid/PHEV,118,159,188
292,2048,-33.89418,151.16564,NSW,ICE,3731,3733,3703
293,2048,-33.89418,151.16564,NSW,BEV,7,17,36
294,2048,-33.89418,151.16564,NSW,HFCEV,0,0,0
295,2048,-33.89418,151.16564,NSW,Hybrid/PHEV,49,65,101
296,2049,-33.897219,151.15085,NSW,ICE,6029,5815,6017
297,2049,-33.897219,151.15085,NSW,BEV,3,15,46
298,2049,-33.897219,151.15085,NSW,HFCEV,0,0,0
299,2049,-33.897219,151.15085,NSW,Hybrid/PHEV,126,187,222
300,2050,-33.89037,151.17598,NSW,ICE,3889,4024,3883
301,2050,-33.89037,151.17598,NSW,BEV,8,12,28
302,2050,-33.89037,151.17598,NSW,HFCEV,0,0,0
303,2050,-33.89037,151.17598,NSW,Hybrid/PHEV,161,239,302
304,2060,-33.839863,151.204557,NSW,ICE,9986,9833,9807
305,2060,-33.839863,151.204557,NSW,BEV,38,81,160
306,2060,-33.839863,151.204557,NSW,HFCEV,0,0,0
307,2060,-33.839863,151.204557,NSW,Hybrid/PHEV,322,374,509
308,2061,-33.848785,151.212372,NSW,ICE,3080,3118,3073
309,2061,-33.848785,151.212372,NSW,BEV,12,23,44
310,2061,-33.848785,151.212372,NSW,HFCEV,0,0,0
311,2061,-33.848785,151.212372,NSW,Hybrid/PHEV,82,98,116
312,2062,-33.822837,151.21246,NSW,ICE,4035,4042,3941
313,2062,-33.822837,151.21246,NSW,BEV,11,25,55
314,2062,-33.822837,151.21246,NSW,HFCEV,0,0,0
315,2062,-33.822837,151.21246,NSW,Hybrid/PHEV,70,89,123
316,2063,-33.812636,151.214797,NSW,ICE,3927,3899,3828
317,2063,-33.812636,151.214797,NSW,BEV,29,51,77
318,2063,-33.812636,151.214797,NSW,HFCEV,0,0,0
319,2063,-33.812636,151.214797,NSW,Hybrid/PHEV,95,116,142
320,2064,-33.813209,151.183801,NSW,ICE,7830,9184,7666
321,2064,-33.813209,151.183801,NSW,BEV,20,37,67
322,2064,-33.813209,151.183801,NSW,HFCEV,0,0,0
323,2064,-33.813209,151.183801,NSW,Hybrid/PHEV,151,251,281
324,2065,-33.828361,151.192212,NSW,ICE,18776,18723,18269
325,2065,-33.828361,151.192212,NSW,BEV,73,133,228
326,2065,-33.828361,151.192212,NSW,HFCEV,0,0,0
327,2065,-33.828361,151.192212,NSW,Hybrid/PHEV,476,629,790
328,2066,-33.818641,151.160912,NSW,ICE,19683,19607,19727
329,2066,-33.818641,151.160912,NSW,BEV,74,136,259
330,2066,-33.818641,151.160912,NSW,HFCEV,0,0,0
331,2066,-33.818641,151.160912,NSW,Hybrid/PHEV,469,530,601
332,2067,-33.798378,151.17711,NSW,ICE,14367,14453,14703
333,2067,-33.798378,151.17711,NSW,BEV,40,129,241
334,2067,-33.798378,151.17711,NSW,HFCEV,0,0,0
335,2067,-33.798378,151.17711,NSW,Hybrid/PHEV,447,561,762
336,2068,-33.800881,151.202715,NSW,ICE,10187,10061,9797
337,2068,-33.800881,151.202715,NSW,BEV,42,88,159
338,2068,-33.800881,151.202715,NSW,HFCEV,0,0,0
339,2068,-33.800881,151.202715,NSW,Hybrid/PHEV,191,235,260
340,2069,-33.780246,151.195368,NSW,ICE,8975,8934,8592
341,2069,-33.780246,151.195368,NSW,BEV,37,76,144
342,2069,-33.780246,151.195368,NSW,HFCEV,0,0,0
343,2069,-33.780246,151.195368,NSW,Hybrid/PHEV,260,323,318
344,2070,-33.78042,151.162007,NSW,ICE,8495,8449,8371
345,2070,-33.78042,151.162007,NSW,BEV,37,69,145
346,2070,-33.78042,151.162007,NSW,HFCEV,0,0,0
347,2070,-33.78042,151.162007,NSW,Hybrid/PHEV,229,279,326
348,2071,-33.761834,151.171738,NSW,ICE,8314,8133,7956
349,2071,-33.761834,151.171738,NSW,BEV,49,77,147
350,2071,-33.761834,151.171738,NSW,HFCEV,0,0,0
351,2071,-33.761834,151.171738,NSW,Hybrid/PHEV,231,268,324
352,2072,-33.754582,151.153176,NSW,ICE,5097,5134,5113
353,2072,-33.754582,151.153176,NSW,BEV,13,31,66
354,2072,-33.754582,151.153176,NSW,HFCEV,0,0,0
355,2072,-33.754582,151.153176,NSW,Hybrid/PHEV,147,187,230
356,2073,-33.757296,151.130278,NSW,ICE,11961,11477,11297
357,2073,-33.757296,151.130278,NSW,BEV,54,87,176
358,2073,-33.757296,151.130278,NSW,HFCEV,0,0,0
359,2073,-33.757296,151.130278,NSW,Hybrid/PHEV,531,399,450
360,2074,-33.735222,151.123716,NSW,ICE,14772,14574,14429
361,2074,-33.735222,151.123716,NSW,BEV,51,99,194
362,2074,-33.735222,151.123716,NSW,HFCEV,0,0,0
363,2074,-33.735222,151.123716,NSW,Hybrid/PHEV,318,374,448
364,2075,-33.723693,151.16729,NSW,ICE,13871,13743,13483
365,2075,-33.723693,151.16729,NSW,BEV,49,102,211
366,2075,-33.723693,151.16729,NSW,HFCEV,0,0,0
367,2075,-33.723693,151.16729,NSW,Hybrid/PHEV,300,334,411
368,2076,-33.723263,151.108249,NSW,ICE,15263,15060,14873
369,2076,-33.723263,151.108249,NSW,BEV,42,72,171
370,2076,-33.723263,151.108249,NSW,HFCEV,0,0,0
371,2076,-33.723263,151.108249,NSW,Hybrid/PHEV,331,371,459
372,2077,-33.691922,151.097508,NSW,ICE,23086,22938,22992
373,2077,-33.691922,151.097508,NSW,BEV,24,54,112
374,2077,-33.691922,151.097508,NSW,HFCEV,0,0,0
375,2077,-33.691922,151.097508,NSW,Hybrid/PHEV,392,505,675
376,2079,-33.666637,151.112681,NSW,ICE,5086,5025,5030
377,2079,-33.666637,151.112681,NSW,BEV,3,10,28
378,2079,-33.666637,151.112681,NSW,HFCEV,0,0,0
379,2079,-33.666637,151.112681,NSW,Hybrid/PHEV,55,80,110
380,2080,-33.658174,151.143563,NSW,ICE,1726,1733,1704
381,2080,-33.658174,151.143563,NSW,BEV,0,6,10
382,2080,-33.658174,151.143563,NSW,HFCEV,0,0,0
383,2080,-33.658174,151.143563,NSW,Hybrid/PHEV,17,30,40
384,2081,-33.619756,151.150498,NSW,ICE,3572,3543,3553
385,2081,-33.619756,151.150498,NSW,BEV,4,5,15
386,2081,-33.619756,151.150498,NSW,HFCEV,0,0,0
387,2081,-33.619756,151.150498,NSW,Hybrid/PHEV,39,52,75
388,2082,-33.561858,151.168984,NSW,ICE,3629,3617,3669
389,2082,-33.561858,151.168984,NSW,BEV,3,5,17
390,2082,-33.561858,151.168984,NSW,HFCEV,0,0,0
391,2082,-33.561858,151.168984,NSW,Hybrid/PHEV,33,46,53
392,2083,-33.525322,151.194452,NSW,ICE,1222,1233,1189
393,2083,-33.525322,151.194452,NSW,BEV,3,3,6
394,2083,-33.525322,151.194452,NSW,HFCEV,0,0,0
395,2083,-33.525322,151.194452,NSW,Hybrid/PHEV,11,14,16
396,2084,-33.650999,151.216929,NSW,ICE,3250,3301,3319
397,2084,-33.650999,151.216929,NSW,BEV,17,27,36
398,2084,-33.650999,151.216929,NSW,HFCEV,0,0,0
399,2084,-33.650999,151.216929,NSW,Hybrid/PHEV,47,55,65
400,2085,-33.728782,151.211719,NSW,ICE,8494,8396,8347
401,2085,-33.728782,151.211719,NSW,BEV,19,33,63
402,2085,-33.728782,151.211719,NSW,HFCEV,0,0,0
403,2085,-33.728782,151.211719,NSW,Hybrid/PHEV,115,144,173
404,2086,-33.75185,151.229211,NSW,ICE,9428,9437,9368
405,2086,-33.75185,151.229211,NSW,BEV,20,36,64
406,2086,-33.75185,151.229211,NSW,HFCEV,0,0,0
407,2086,-33.75185,151.229211,NSW,Hybrid/PHEV,118,164,201
408,2087,-33.766093,151.210531,NSW,ICE,8344,8301,8219
409,2087,-33.766093,151.210531,NSW,BEV,10,23,57
410,2087,-33.766093,151.210531,NSW,HFCEV,0,0,0
411,2087,-33.766093,151.210531,NSW,Hybrid/PHEV,114,146,185
412,2088,-33.830687,151.243351,NSW,ICE,17947,17736,17354
413,2088,-33.830687,151.243351,NSW,BEV,96,169,307
414,2088,-33.830687,151.243351,NSW,HFCEV,0,0,0
415,2088,-33.830687,151.243351,NSW,Hybrid/PHEV,363,452,561
416,2089,-33.838021,151.216869,NSW,ICE,6424,6322,6281
417,2089,-33.838021,151.216869,NSW,BEV,20,35,64
418,2089,-33.838021,151.216869,NSW,HFCEV,0,0,0
419,2089,-33.838021,151.216869,NSW,Hybrid/PHEV,110,143,162
420,2090,-33.828949,151.223094,NSW,ICE,7436,7405,7395
421,2090,-33.828949,151.223094,NSW,BEV,30,55,93
422,2090,-33.828949,151.223094,NSW,HFCEV,0,0,0
423,2090,-33.828949,151.223094,NSW,Hybrid/PHEV,146,168,198
424,2092,-33.796636,151.241813,NSW,ICE,4635,4569,4505
425,2092,-33.796636,151.241813,NSW,BEV,21,36,64
426,2092,-33.796636,151.241813,NSW,HFCEV,0,0,0
427,2092,-33.796636,151.241813,NSW,Hybrid/PHEV,59,71,86
428,2093,-33.79315,151.258069,NSW,ICE,14151,14081,14051
429,2093,-33.79315,151.258069,NSW,BEV,44,77,153
430,2093,-33.79315,151.258069,NSW,HFCEV,0,0,0
431,2093,-33.79315,151.258069,NSW,Hybrid/PHEV,236,257,310
432,2094,-33.795227,151.273242,NSW,ICE,3464,3534,3469
433,2094,-33.795227,151.273242,NSW,BEV,16,27,46
434,2094,-33.795227,151.273242,NSW,HFCEV,0,0,0
435,2094,-33.795227,151.273242,NSW,Hybrid/PHEV,45,59,89
436,2095,-33.815482,151.294675,NSW,ICE,9074,9117,9030
437,2095,-33.815482,151.294675,NSW,BEV,42,68,112
438,2095,-33.815482,151.294675,NSW,HFCEV,0,0,0
439,2095,-33.815482,151.294675,NSW,Hybrid/PHEV,123,171,203
440,2096,-33.776781,151.28494,NSW,ICE,9231,9262,9052
441,2096,-33.776781,151.28494,NSW,BEV,27,49,81
442,2096,-33.776781,151.28494,NSW,HFCEV,0,0,0
443,2096,-33.776781,151.28494,NSW,Hybrid/PHEV,89,126,167
444,2097,-33.739577,151.297895,NSW,ICE,10481,10402,10303
445,2097,-33.739577,151.297895,NSW,BEV,15,32,58
446,2097,-33.739577,151.297895,NSW,HFCEV,0,0,0
447,2097,-33.739577,151.297895,NSW,Hybrid/PHEV,73,108,148
448,2099,-33.748914,151.279999,NSW,ICE,26339,26304,26197
449,2099,-33.748914,151.279999,NSW,BEV,32,60,114
450,2099,-33.748914,151.279999,NSW,HFCEV,0,0,0
451,2099,-33.748914,151.279999,NSW,Hybrid/PHEV,365,502,665
452,2100,-33.766409,151.257781,NSW,ICE,17311,17003,17058
453,2100,-33.766409,151.257781,NSW,BEV,27,49,117
454,2100,-33.766409,151.257781,NSW,HFCEV,0,0,0
455,2100,-33.766409,151.257781,NSW,Hybrid/PHEV,198,258,339
456,2101,-33.707117,151.27114,NSW,ICE,13572,13478,13613
457,2101,-33.707117,151.27114,NSW,BEV,32,46,73
458,2101,-33.707117,151.27114,NSW,HFCEV,0,0,0
459,2101,-33.707117,151.27114,NSW,Hybrid/PHEV,109,143,177
460,2102,-33.689941,151.290953,NSW,ICE,6069,6022,6109
461,2102,-33.689941,151.290953,NSW,BEV,3,15,28
462,2102,-33.689941,151.290953,NSW,HFCEV,0,0,0
463,2102,-33.689941,151.290953,NSW,Hybrid/PHEV,52,69,101
464,2103,-33.679336,151.302825,NSW,ICE,8270,8475,8403
465,2103,-33.679336,151.302825,NSW,BEV,11,36,62
466,2103,-33.679336,151.302825,NSW,HFCEV,0,0,0
467,2103,-33.679336,151.302825,NSW,Hybrid/PHEV,99,119,157
468,2104,-33.664921,151.290921,NSW,ICE,2896,2871,2857
469,2104,-33.664921,151.290921,NSW,BEV,14,22,42
470,2104,-33.664921,151.290921,NSW,HFCEV,0,0,0
471,2104,-33.664921,151.290921,NSW,Hybrid/PHEV,42,49,55
472,2105,-33.642202,151.278293,NSW,ICE,1490,1484,1473
473,2105,-33.642202,151.278293,NSW,BEV,4,10,24
474,2105,-33.642202,151.278293,NSW,HFCEV,0,0,0
475,2105,-33.642202,151.278293,NSW,Hybrid/PHEV,23,27,39
476,2106,-33.660707,151.314599,NSW,ICE,7201,7118,7007
477,2106,-33.660707,151.314599,NSW,BEV,13,32,49
478,2106,-33.660707,151.314599,NSW,HFCEV,0,0,0
479,2106,-33.660707,151.314599,NSW,Hybrid/PHEV,89,122,134
480,2107,-33.634816,151.323289,NSW,ICE,11591,11355,11235
481,2107,-33.634816,151.323289,NSW,BEV,35,59,118
482,2107,-33.634816,151.323289,NSW,HFCEV,0,0,0
483,2107,-33.634816,151.323289,NSW,Hybrid/PHEV,121,178,211
484,2108,-33.60382,151.322759,NSW,ICE,1470,1486,1439
485,2108,-33.60382,151.322759,NSW,BEV,7,18,26
486,2108,-33.60382,151.322759,NSW,HFCEV,0,0,0
487,2108,-33.60382,151.322759,NSW,Hybrid/PHEV,18,29,30
488,2110,-33.836102,151.149126,NSW,ICE,6295,6229,6092
489,2110,-33.836102,151.149126,NSW,BEV,36,65,127
490,2110,-33.836102,151.149126,NSW,HFCEV,0,0,0
491,2110,-33.836102,151.149126,NSW,Hybrid/PHEV,113,139,167
492,2111,-33.829953,151.124488,NSW,ICE,10402,10511,10487
493,2111,-33.829953,151.124488,NSW,BEV,21,38,86
494,2111,-33.829953,151.124488,NSW,HFCEV,0,0,0
495,2111,-33.829953,151.124488,NSW,Hybrid/PHEV,205,257,318
496,2112,-33.81658,151.108447,NSW,ICE,21506,21653,21904
497,2112,-33.81658,151.108447,NSW,BEV,37,75,161
498,2112,-33.81658,151.108447,NSW,HFCEV,0,0,0
499,2112,-33.81658,151.108447,NSW,Hybrid/PHEV,454,584,720
500,2113,-33.79419,151.130233,NSW,ICE,18707,19316,19084
501,2113,-33.79419,151.130233,NSW,BEV,54,180,420
502,2113,-33.79419,151.130233,NSW,HFCEV,0,0,0
503,2113,-33.79419,151.130233,NSW,Hybrid/PHEV,490,671,1017
504,2114,-33.810991,151.084181,NSW,ICE,13629,13844,13969
505,2114,-33.810991,151.084181,NSW,BEV,14,25,71
506,2114,-33.810991,151.084181,NSW,HFCEV,0,0,0
507,2114,-33.810991,151.084181,NSW,Hybrid/PHEV,309,391,459
508,2115,-33.813106,151.059845,NSW,ICE,7324,7287,7378
509,2115,-33.813106,151.059845,NSW,BEV,8,18,52
510,2115,-33.813106,151.059845,NSW,HFCEV,0,0,0
511,2115,-33.813106,151.059845,NSW,Hybrid/PHEV,135,168,211
512,2116,-33.814368,151.036941,NSW,ICE,7448,7383,7374
513,2116,-33.814368,151.036941,NSW,BEV,7,13,26
514,2116,-33.814368,151.036941,NSW,HFCEV,0,0,0
515,2116,-33.814368,151.036941,NSW,Hybrid/PHEV,209,321,359
516,2117,-33.797127,151.04218,NSW,ICE,12932,12743,12705
517,2117,-33.797127,151.04218,NSW,BEV,7,29,80
518,2117,-33.797127,151.04218,NSW,HFCEV,0,0,0
519,2117,-33.797127,151.04218,NSW,Hybrid/PHEV,277,347,415
520,2118,-33.775596,151.043518,NSW,ICE,15818,15728,15779
521,2118,-33.775596,151.043518,NSW,BEV,21,42,123
522,2118,-33.775596,151.043518,NSW,HFCEV,0,0,0
523,2118,-33.775596,151.043518,NSW,Hybrid/PHEV,515,608,721
524,2119,-33.755499,151.064176,NSW,ICE,7485,7444,7339
525,2119,-33.755499,151.064176,NSW,BEV,32,56,105
526,2119,-33.755499,151.064176,NSW,HFCEV,0,0,0
527,2119,-33.755499,151.064176,NSW,Hybrid/PHEV,173,203,269
528,2120,-33.731105,151.07359,NSW,ICE,13998,13788,13698
529,2120,-33.731105,151.07359,NSW,BEV,25,45,99
530,2120,-33.731105,151.07359,NSW,HFCEV,0,0,0
531,2120,-33.731105,151.07359,NSW,Hybrid/PHEV,242,313,409
532,2121,-33.774145,151.079919,NSW,ICE,17797,17781,17926
533,2121,-33.774145,151.079919,NSW,BEV,38,57,160
534,2121,-33.774145,151.079919,NSW,HFCEV,0,0,0
535,2121,-33.774145,151.079919,NSW,Hybrid/PHEV,455,569,704
536,2122,-33.791357,151.092072,NSW,ICE,16899,16879,16863
537,2122,-33.791357,151.092072,NSW,BEV,18,34,114
538,2122,-33.791357,151.092072,NSW,HFCEV,0,0,0
539,2122,-33.791357,151.092072,NSW,Hybrid/PHEV,408,477,583
540,2125,-33.752645,151.031807,NSW,ICE,11447,11208,11009
541,2125,-33.752645,151.031807,NSW,BEV,15,37,108
542,2125,-33.752645,151.031807,NSW,HFCEV,0,0,0
543,2125,-33.752645,151.031807,NSW,Hybrid/PHEV,259,302,365
544,2126,-33.724898,151.043941,NSW,ICE,11585,11519,11321
545,2126,-33.724898,151.043941,NSW,BEV,14,51,113
546,2126,-33.724898,151.043941,NSW,HFCEV,0,0,0
547,2126,-33.724898,151.043941,NSW,Hybrid/PHEV,287,345,409
548,2127,-33.82764565,151.0771675,NSW,ICE,13205,13611,13806
549,2127,-33.82764565,151.0771675,NSW,BEV,14,48,125
550,2127,-33.82764565,151.0771675,NSW,HFCEV,0,0,0
551,2127,-33.82764565,151.0771675,NSW,Hybrid/PHEV,467,594,759
552,2128,-33.835928,151.047591,NSW,ICE,4554,4726,4866
553,2128,-33.835928,151.047591,NSW,BEV,5,11,14
554,2128,-33.835928,151.047591,NSW,HFCEV,0,0,0
555,2128,-33.835928,151.047591,NSW,Hybrid/PHEV,104,164,202
556,2130,-33.892783,151.135883,NSW,ICE,3587,3528,3583
557,2130,-33.892783,151.135883,NSW,BEV,12,19,33
558,2130,-33.892783,151.135883,NSW,HFCEV,0,0,0
559,2130,-33.892783,151.135883,NSW,Hybrid/PHEV,72,96,112
560,2131,-33.887602,151.124008,NSW,ICE,10225,10107,10104
561,2131,-33.887602,151.124008,NSW,BEV,8,17,38
562,2131,-33.887602,151.124008,NSW,HFCEV,0,0,0
563,2131,-33.887602,151.124008,NSW,Hybrid/PHEV,246,306,378
564,2132,-33.882419,151.113385,NSW,ICE,6000,5966,5954
565,2132,-33.882419,151.113385,NSW,BEV,3,7,24
566,2132,-33.882419,151.113385,NSW,HFCEV,0,0,0
567,2132,-33.882419,151.113385,NSW,Hybrid/PHEV,119,151,185
568,2133,-33.898793,151.102087,NSW,ICE,6442,6395,6385
569,2133,-33.898793,151.102087,NSW,BEV,3,7,15
570,2133,-33.898793,151.102087,NSW,HFCEV,0,0,0
571,2133,-33.898793,151.102087,NSW,Hybrid/PHEV,108,131,163
572,2134,-33.880049,151.101757,NSW,ICE,7651,8055,8035
573,2134,-33.880049,151.101757,NSW,BEV,26,28,52
574,2134,-33.880049,151.101757,NSW,HFCEV,0,0,0
575,2134,-33.880049,151.101757,NSW,Hybrid/PHEV,250,299,382
576,2135,-33.881009,151.084759,NSW,ICE,13814,13771,12958
577,2135,-33.881009,151.084759,NSW,BEV,34,71,146
578,2135,-33.881009,151.084759,NSW,HFCEV,0,0,0
579,2135,-33.881009,151.084759,NSW,Hybrid/PHEV,349,419,536
